"abrupt" "abstract" "active" "affable" "affected" "affectionate" "agreeable" "aloof" "amiable" "anxious" "awkward" "bitter" "boisterous" "bold" "brave" "bright" "brisk" "brutal" "calm" "candid" "capricious" "careful" "careless" "cautious" "certain" "cheerful" "childish" "civil" "clumsy" "coarse" "cold" "complimentary" "conciliatory" "confident" "confused" "conscientious" "consistent" "constant" "conventional" "cool" "courteous" "credulous" "cruel" "cunning" "curious" "dainty" "daring" "deep" "definite" "despondent" "determined" "dignified" "direct" "disorderly" "disrespectful" "distant" "distrustful" "dull" "eager" "earnest" "elegant" "exact" "excessive" "expressive" "faithful" "fearful" "fickle" "fierce" "fiery" "firm" "foolish" "forcible" "forgetful" "frank" "friendly" "frugal" "gallant" "generous" "genial" "genteel" "gentle" "gloomy" "graceful" "gracious" "gruff" "harsh" "hasty" "haughty" "headlong" "hearty" "honest" "hospitable" "humble" "ignorant" "impatient" "inconstant" "indifferent" "ingenious" "ingenuous" "intense" "intimate" "irreligious" "irresolute" "jaunty" "jovial" "kind" "lavish" "lazy" "lifeless" "lively" "loud" "loving" "loyal" "malicious" "manly" "meek" "merry" "mild" "modest" "moral" "musical" "narrow" "natural" "nervous" "noisy" "original" "particular" "patient" "peaceful" "philosophical" "pious" "placid" "pleasant" "polished" "political" "practical" "precise" "profound" "proper" "proud" "prudent" "quick" "quiet" "reasonable" "reckless" "religious" "restless" "rigid" "roguish" "rough" "rude" "scornful" "sensitive" "serious" "severe" "silent" "simple" "sincere" "slow" "smart" "social" "solemn" "sparkling" "stable" "steady" "stern" "strict" "sullen" "sunny" "surly" "suspicious" "talkative" "temperate" "tender" "thorough" "thoughtful" "tight" "timid" "uncouth" "unkind" "vague" "vain" "violent" "warm" "whimsical" "wild" "wise" "worldly"
"political" 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 1 0 0
"practical" 0 1 0 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"precise" 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 1 1 1 0 0 1 1 1 1 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 1 1 0 1 1 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0
"profound" 0 0 0 0 0 0 0 2 0 1 1 2 0 6 1 4 0 0 0 0 0 1 0 0 2 1 0 0 0 1 1 0 2 0 0 2 1 2 0 0 0 0 0 0 0 0 0 7 0 0 0 0 2 0 0 1 0 1 1 5 1 0 0 1 0 1 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 1 2 2 1 0 1 1 3 0 2 2 0 0 0 0 0 0 1 0 0 1 0 2 0 1 0 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 4 3 1 0 0 0 1 4 0 0 0 0 0 0 6 1 0 5 0 1 0 0 0 0 4 0 0 0 1 0 3 0 2 3 0 0 3 0 4 2 1 0 1 1 0 0 1 0 0 0 1 0 1 0 0 0 0 2 1 0 1 1 0
"proper" 0 0 2 0 0 0 2 0 0 0 0 1 0 1 0 4 0 0 0 0 0 2 2 2 4 6 0 2 0 0 5 0 0 0 0 0 0 0 0 2 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 1 0 0 1 0 1 0 3 3 0 0 0 1 0 0 1 0 0 0 0 0 0 2 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 3 0 0 3 1 0 0 1 0 0 6 0 0 0 1 0 0 4 0 0 2 1 0 0 0 0 0 2 1 0 0 1 1 4 0 0 1 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 2 0 0 0 1
"proud" 0 0 1 1 0 1 4 2 1 2 1 3 2 8 2 8 1 2 1 0 1 5 1 1 9 5 0 1 0 3 5 1 1 1 1 2 0 2 0 0 1 1 3 0 3 1 0 3 2 0 1 2 1 1 0 4 0 5 0 6 0 0 1 1 2 0 1 2 0 2 2 1 2 0 1 1 2 2 0 1 3 3 2 2 2 1 1 1 0 1 8 0 6 1 0 1 2 0 0 0 2 1 1 0 1 5 1 1 0 2 6 0 1 1 2 1 1 2 1 2 0 1 5 0 1 4 7 1 1 1 1 0 7 0 0 0 1 6 4 0 0 2 6 1 1 2 3 1 0 5 2 2 0 2 1 5 3 2 0 0 0 5 0 6 3 2 0 1 0 1 1 0 1 0 1 2 2 2 1 2 3 1 1 1 1 8 1 1
"prudent" 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 2 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"quick" 0 0 4 0 1 1 0 0 2 2 0 0 4 4 3 6 2 0 0 0 0 1 0 1 6 1 1 0 1 0 5 0 1 1 1 0 0 2 1 2 1 1 1 1 0 0 1 3 0 0 0 0 0 0 0 7 0 3 0 2 0 1 1 2 1 0 0 2 0 2 1 0 0 0 2 0 1 0 0 0 4 2 0 1 0 0 1 0 0 1 3 1 4 0 1 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 4 0 0 0 4 2 1 0 0 5 0 0 0 1 1 2 1 0 0 0 0 0 2 1 0 5 0 0 0 0 0 0 2 1 0 1 2 0 3 0 0 2 0 1 1 0 3 0 0 1 2 0 0 0 0 0 0 0 3 2 1 0 0 0 2 1 0 0 3 4 0
"quiet" 1 1 3 0 1 2 3 1 1 4 1 3 4 8 3 16 1 0 3 2 2 3 1 1 11 7 1 2 2 0 10 1 1 1 2 0 2 8 1 2 1 1 6 1 1 0 2 17 1 1 2 0 1 0 0 12 1 11 2 1 1 2 1 2 2 1 2 5 1 1 3 0 3 2 2 1 1 0 0 1 10 4 1 0 0 1 5 2 1 4 7 1 4 1 3 1 1 0 1 1 0 0 0 1 1 6 1 1 2 1 6 1 0 1 1 1 1 2 0 2 0 4 4 2 3 4 5 2 3 2 0 1 7 2 0 0 2 5 2 6 2 5 0 3 4 2 7 2 0 8 0 1 1 8 0 13 3 1 3 0 1 8 1 5 3 2 2 1 0 1 1 2 0 1 0 5 2 2 0 0 3 3 4 4 0 11 4 0
"reasonable" 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 3 3 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 0 2 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 2 0 0 0 0 0 1 1 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 2 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 2 0 0 2 0 1 1 0
"reckless" 0 0 1 0 0 0 0 0 0 0 0 0 2 3 0 2 0 0 0 0 0 1 2 0 3 1 1 0 0 0 2 0 0 1 0 0 0 1 0 2 0 0 2 0 1 0 0 0 1 0 0 0 2 0 0 2 0 1 0 2 0 0 0 0 0 0 2 2 0 0 0 0 1 0 1 0 0 0 1 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 2 0 2 1 0 0 1 0 0 0 0 1 0 1 0 0 4 0 0 1 1 0 0 2 0 0 1 2 0 2 0 0 1 0 0 1 1 2 2 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 2 0 1 1 1
"religious" 0 0 0 1 0 2 0 0 1 0 0 1 0 2 0 2 0 0 0 0 0 3 1 0 4 1 0 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 2 0 0 1 1 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 4 1 0 3 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 1 0 1 1 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 2 0
"restless" 0 1 0 0 0 1 1 1 0 2 1 2 2 0 0 3 1 0 0 0 0 0 1 0 1 3 0 0 0 0 5 0 0 0 1 1 0 3 0 0 0 0 2 1 1 0 0 2 0 0 1 0 0 1 0 2 0 5 1 1 0 0 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 0 0 0 1 2 0 0 0 0 2 0 0 0 1 0 2 1 0 0 1 0 0 1 0 1 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 4 1 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 3 0 0 7 0 1 1 0 1 0 1 0 1 1 3 0 5 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 2 2 0 2 0 0
"rigid" 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 3 0 0 1 0 0 0 0 0 1 0 0 0 0 0 4 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 1 0 0 1 1 1 0 2 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0
"roguish" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0
"rough" 1 1 2 0 0 0 0 1 0 2 0 0 1 6 2 6 1 0 2 1 1 0 1 0 5 2 0 0 0 3 7 0 1 0 0 0 2 1 0 2 0 1 1 2 0 0 0 6 0 1 1 0 1 0 0 1 1 5 1 3 2 0 0 1 1 0 0 1 0 0 1 1 0 2 1 0 0 1 0 1 2 4 1 1 1 3 3 1 1 1 3 0 1 0 2 0 3 0 1 0 1 0 2 0 0 2 0 1 1 1 1 1 0 1 0 0 0 2 0 2 0 0 3 0 1 1 4 1 0 0 0 1 5 2 0 1 1 4 2 5 1 2 8 0 2 0 1 0 0 0 1 0 0 1 1 4 3 0 3 1 0 1 0 1 4 1 1 2 0 1 1 1 0 1 0 0 0 0 1 0 1 1 2 3 0 4 1 1
"rude" 0 0 0 0 0 0 1 1 0 2 0 1 0 0 2 2 0 2 0 0 0 1 0 2 3 1 0 0 0 1 2 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0 1 1 0 0 1 0 1 2 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0
"scornful" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
"sensitive" 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 2 1 0 0 1 0 1 1 0 0 0 0 0 2 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 2 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1
"serious" 0 0 1 1 1 0 1 0 0 0 0 0 2 3 1 3 0 0 0 0 0 0 1 0 5 3 0 1 0 0 7 1 0 0 0 0 0 2 0 1 2 0 1 1 1 0 0 3 0 1 1 0 0 0 0 2 0 1 1 0 0 0 1 1 0 0 2 1 0 0 2 0 2 1 1 0 0 1 0 1 3 1 1 2 3 0 1 1 0 2 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 2 0 0 1 1 2 1 0 0 1 0 0 0 0 1 0 0 5 0 2 0 2 1 0 1 0 1 4 1 0 0 0 1 1 2 0 2 8 1 2 1 3 1 1 1 1 0 0 0 0 3 0 0 2 0 0 3 2 1 1 0 0 0 0 1 0 1 0 0 2 1 0 1 0 0 0 0 0 1 1 2 0 0
"severe" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 3 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 2 0 0
"silent" 1 0 3 0 3 1 3 1 2 4 3 2 3 3 3 16 0 0 4 1 0 3 5 1 9 9 0 2 0 0 12 1 2 1 2 1 0 3 0 4 1 0 3 2 3 1 0 11 0 0 1 0 0 0 0 7 0 13 3 4 1 0 1 1 1 3 1 3 1 0 1 0 2 1 6 2 4 1 1 0 6 5 2 2 0 1 2 0 2 3 7 1 5 0 2 1 2 1 1 2 0 2 0 2 1 5 3 1 0 1 7 0 1 0 0 0 2 0 1 7 1 4 9 1 2 5 8 1 0 0 0 2 7 0 1 1 0 3 4 5 1 3 13 1 2 1 5 2 0 4 0 0 1 3 0 0 1 0 5 1 1 6 1 3 4 3 2 4 2 0 1 1 1 4 0 1 1 2 1 0 1 4 0 9 0 4 3 2
"simple" 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 1 3 0 0 0 0 3 0 1 0 0 0 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 1 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 3 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 3 1 1
"sincere" 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"slow" 0 0 0 0 1 1 0 0 0 0 0 1 1 2 1 8 0 0 0 0 1 1 0 1 5 4 1 0 0 0 6 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 1 3 0 0 0 0 1 0 0 1 0 3 0 1 0 0 0 0 2 1 1 1 0 1 0 0 0 0 3 0 1 1 1 0 2 1 1 0 0 1 0 0 2 4 2 0 0 1 0 1 2 0 1 2 1 0 0 1 0 1 0 1 0 1 2 0 0 0 2 0 1 1 0 1 0 0 2 1 1 1 2 1 2 1 0 2 2 0 0 1 0 3 1 0 1 2 3 1 1 1 1 1 0 3 0 0 1 2 0 5 0 0 0 0 0 1 0 2 2 2 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 3 1 0
"smart" 0 0 0 0 0 0 1 0 0 0 0 0 1 2 2 0 1 0 0 0 0 0 1 1 4 4 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 3 1 1 1 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"social" 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 1 0 0 0 2 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
"solemn" 0 0 2 0 0 1 1 0 3 4 1 0 1 2 2 5 1 1 0 0 0 0 1 0 6 4 0 1 0 0 4 0 1 0 0 0 0 0 0 2 0 1 1 0 3 0 0 4 0 0 0 0 2 0 0 3 0 3 1 2 0 0 1 1 0 0 1 2 0 2 3 0 0 0 0 1 1 0 0 0 1 1 2 2 0 1 0 0 0 0 2 0 1 0 0 0 2 0 0 1 0 2 0 1 0 2 0 0 1 2 2 0 0 0 0 1 1 1 1 1 1 1 4 1 0 3 4 1 0 1 1 1 3 1 0 0 0 3 1 5 0 1 8 2 1 1 1 1 0 1 0 0 0 3 1 6 0 0 1 0 0 0 0 4 2 0 1 0 1 0 0 2 0 0 0 1 1 0 0 1 2 1 1 1 0 4 1 0
"sparkling" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0
"stable" 0 0 3 0 0 0 0 1 0 2 0 1 1 2 1 9 1 1 0 0 0 3 1 0 4 4 0 1 0 0 2 1 1 1 0 0 1 1 0 1 1 0 1 0 2 0 1 4 1 0 0 0 0 1 0 5 0 3 0 1 0 0 0 1 0 0 1 1 0 1 1 0 0 0 1 0 1 0 1 0 3 2 0 1 0 1 2 0 0 2 2 0 2 0 0 0 0 0 0 1 1 1 0 0 1 2 0 2 0 3 2 0 1 1 0 0 0 0 1 1 1 0 2 0 0 0 3 1 1 1 0 1 2 0 0 0 0 4 1 6 0 3 5 1 2 1 1 0 0 1 0 0 1 1 1 3 0 0 2 1 0 4 0 0 0 0 1 0 2 0 0 1 0 1 1 3 0 1 0 1 1 1 0 2 0 2 3 1
"steady" 0 0 0 0 1 0 0 0 1 2 2 1 1 3 2 2 0 0 0 0 0 1 2 0 1 1 1 0 0 0 3 0 1 0 1 1 1 1 0 0 0 1 1 0 2 1 1 3 0 1 0 1 1 0 1 1 0 4 0 2 2 0 0 0 0 0 0 1 0 2 2 0 0 0 2 0 0 1 0 0 1 1 0 1 0 0 0 0 1 1 5 0 3 0 2 0 2 0 0 0 0 0 0 1 0 0 0 2 0 1 2 0 0 1 0 0 0 1 0 3 0 1 1 0 0 2 2 0 0 0 0 0 2 0 1 1 0 2 0 3 1 0 3 0 2 0 0 0 0 4 1 0 0 1 1 4 2 0 2 0 0 2 0 0 0 0 1 2 0 1 0 0 0 1 1 1 0 0 1 0 1 1 2 1 1 5 0 1
"stern" 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 3 0 0 2 1 0 0 0 1 2 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 5 0 0 1 0 0 0 0 2 2 3 1 1 1 0 0 0 1 0 0 2 0 0 1 0 1 1 0 1 1 0 0 0 1 0 0 0 1 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 2 0 0 0 0 2 1 1 0 1 0 0 1 2 0 1 0 1 1 0 2 0 0 2 0 0 0 0 1 0 1 0 0 0 0 0 3 1 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 1 0 1 1 0
"strict" 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 2 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 2 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 1 0 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0
"sullen" 0 0 0 0 1 0 1 0 0 1 0 0 2 3 1 4 0 0 0 0 0 1 1 0 0 1 1 0 1 2 4 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 2 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 1 2 0 0 0 0 1 1 1 0 2 1 0 1 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 2 2 0
