"accomplished" "active" "adventurous" "affable" "affectionate" "agreeable" "ambitious" "amiable" "angelic" "anxious" "bitter" "blunt" "bold" "brave" "bright" "brisk" "calm" "capable" "capricious" "careful" "careless" "certain" "cheerful" "childish" "clever" "coarse" "cold" "complacent" "confident" "confused" "considerate" "constant" "constrained" "contented" "conversational" "cool" "cordial" "cruel" "curious" "dainty" "deep" "defiant" "determined" "devilish" "dignified" "direct" "disdainful" "distant" "dull" "dutiful" "eager" "earnest" "elegant" "emphatic" "exact" "excessive" "expressive" "faithful" "fearful" "fervent" "fierce" "fiery" "foolish" "forgetful" "formal" "frank" "friendly" "gallant" "generous" "genial" "genteel" "gentle" "gloomy" "graceful" "gracious" "gruff" "hasty" "haughty" "honest" "hospitable" "humble" "ignorant" "immovable" "impatient" "impetuous" "inconsistent" "independent" "indifferent" "inexperienced" "inflexible" "ingenious" "ingenuous" "intellectual" "intense" "intimate" "irrepressible" "jealous" "juvenile" "kind" "lively" "loud" "loving" "mercenary" "merry" "mild" "modest" "moral" "narrow" "natural" "negative" "nervous" "observant" "original" "particular" "passionate" "patient" "peaceful" "pensive" "pleasant" "polished" "polite" "practical" "presumptuous" "profound" "proper" "proud" "punctual" "quick" "quiet" "reasonable" "reckless" "reproachful" "respectful" "restless" "rigid" "rough" "sarcastic" "scornful" "selfish" "sensitive" "serene" "serious" "severe" "silent" "simple" "sincere" "slow" "smart" "social" "solemn" "steady" "stern" "stormy" "stubborn" "submissive" "sullen" "sunny" "suspicious" "tender" "thoughtful" "tight" "timid" "tough" "unkind" "unreasonable" "vague" "vain" "vigorous" "violent" "warm" "wild" "womanly" "worldly" "voluptuous" "wise"
"severe" 1 0 0 0 2 1 0 0 1 2 1 1 1 0 2 1 2 1 0 2 0 3 1 0 0 0 5 0 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 2 0 1 0 2 0 0 3 0 1 1 1 2 1 1 0 0 0 1 3 1 0 2 1 1 1 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 1 2 1 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 1 1 0 0 0 0 0 0 0 3 0 0 0 0 1 0 2 0 0 0 1 4 0 0 2 0 2 0 0 1 1 2 0 0 1 0 0 0 0 4 1 0 3 0 0 3 0 0 0 0 1 0 0 0 0 1 1 1 2 0 0 4 1 0 2 2 1 0 0 0 0
"silent" 2 1 0 0 5 4 2 4 3 5 1 2 6 1 16 0 2 0 2 1 1 14 1 1 0 1 11 1 0 1 3 1 2 2 1 1 0 1 5 1 7 0 1 6 0 0 3 6 4 1 1 6 2 1 2 2 1 2 4 0 3 1 2 2 0 3 4 0 2 1 0 8 4 4 5 0 2 2 2 1 3 1 1 1 2 0 1 1 0 1 0 0 1 0 0 1 4 1 10 2 1 0 0 2 4 4 1 1 8 0 1 4 2 10 0 3 0 1 4 1 1 1 1 3 5 14 1 8 11 1 2 0 0 0 2 1 0 1 3 1 1 3 4 0 2 0 3 1 2 5 4 1 0 0 0 2 0 0 4 7 3 4 4 2 1 3 4 0 6 4 9 2 0 1 0
"simple" 0 2 1 0 0 2 0 1 0 1 0 0 0 1 6 0 1 2 0 0 0 2 2 0 0 2 6 0 0 0 0 2 0 0 0 0 0 2 0 2 3 1 0 1 1 0 0 2 1 0 0 1 1 0 0 0 1 1 0 1 1 0 0 0 1 1 1 0 2 0 2 10 0 3 2 1 0 0 1 1 1 0 0 0 0 1 0 2 0 0 1 2 0 0 0 0 0 0 5 1 3 1 0 0 1 3 2 2 7 0 1 0 2 3 1 1 1 3 1 0 0 0 1 0 2 6 0 0 6 0 0 0 0 1 0 2 1 2 0 0 0 0 1 2 0 0 2 0 1 3 0 1 0 0 0 1 0 0 3 1 2 2 1 0 0 2 0 1 1 0 3 1 3 1 0
"sincere" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 2 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 1 1 0 0 1 0 0 0 2 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 3 0 0 3 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 1 0 0
"slow" 0 1 1 0 0 1 0 0 1 3 1 0 2 1 5 0 2 1 0 1 0 6 1 1 0 0 4 2 1 1 1 1 0 1 0 0 1 1 1 0 3 1 1 1 2 0 0 2 2 0 0 1 1 0 1 1 0 0 2 0 1 1 0 1 1 1 1 0 1 1 1 1 0 2 3 1 1 0 3 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 3 0 4 0 1 1 0 0 3 2 0 1 5 0 1 0 2 4 0 1 1 3 1 0 1 1 0 1 0 4 0 1 3 0 0 0 0 0 0 1 1 0 1 0 2 0 3 3 2 1 0 0 0 1 1 0 0 1 0 0 0 0 1 5 2 2 1 0 1 0 0 0 1 1 5 0 0 0 1
"smart" 1 0 0 0 0 1 0 1 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 2 1 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 2 2 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 1
"social" 0 0 0 1 0 1 1 3 1 0 0 1 0 1 3 0 0 0 0 0 0 4 1 0 0 1 6 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 3 0 1 0 0 0 0 1 1 1 1 0 0 1 0 0 0 1 1 3 0 1 0 2 1 0 0 0 0 1 3 0 3 0 0 0 1 0 0 0 3 0 0 1 1 0 0 1 1 0 0 2 2 1 0 0 0 1 0 4 1 4 0 0 0 3 4 0 2 0 0 0 0 0 1 0 0 0 3 0 1 1 0 0 0 2 1 1 2 0 0 0 1 0 1 0 2 1 0 0 0 0 2 1 1 0 0 0 1 0 0 1 1 1 2 2 0 0 1 1 0 1 4 2 0 0 0 1
"solemn" 1 1 0 0 2 2 0 1 0 4 1 0 1 1 10 1 4 2 0 1 1 4 6 5 0 0 10 1 0 3 0 2 0 0 0 3 0 3 2 1 7 2 0 1 0 1 1 5 6 1 0 1 1 1 1 0 0 1 0 3 3 0 1 0 1 1 0 1 1 1 3 6 2 4 2 2 0 3 2 1 2 0 1 0 0 0 1 2 0 0 0 0 1 0 0 2 1 1 3 0 2 0 1 1 2 3 1 0 6 1 1 1 1 4 0 1 1 3 2 0 2 0 2 1 1 2 1 3 7 0 0 0 0 0 2 1 1 1 0 1 1 0 3 5 3 0 1 0 2 0 2 1 1 0 0 1 0 1 1 1 1 5 1 1 0 2 0 1 3 2 7 0 1 0 1
"steady" 0 0 1 0 1 2 0 1 1 5 1 0 0 1 4 0 0 2 0 1 0 3 0 0 0 0 4 0 0 2 1 1 0 0 1 0 1 3 1 1 6 0 1 0 0 2 1 4 2 1 0 2 0 0 1 1 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 2 1 2 2 2 2 1 1 1 0 0 0 0 2 1 1 1 1 0 2 1 0 0 0 0 3 1 0 0 0 0 1 0 0 0 5 0 1 0 0 2 1 1 0 0 3 2 0 0 0 0 2 5 1 3 2 0 0 0 0 1 0 1 1 0 0 1 1 0 0 4 0 1 1 2 1 2 0 0 0 0 0 2 0 0 2 1 2 0 0 1 1 2 0 1 1 0 1 0 0 0 0
"stern" 1 1 1 0 2 3 2 0 0 0 0 1 1 0 2 0 0 2 0 1 0 1 2 0 0 0 3 0 0 1 1 0 1 0 0 0 1 1 1 0 2 0 0 0 1 1 0 1 1 1 1 2 0 1 0 0 2 0 1 0 0 0 0 0 0 1 0 0 0 0 1 4 0 0 1 0 0 2 1 0 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 3 1 0 1 0 1 0 2 0 0 5 0 1 0 0 3 0 0 0 0 1 0 1 2 0 3 0 4 0 0 3 0 3 1 0 0 1 0 0 0 0 1 0 2 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 2 0 0 1 0 0 0 2 1 0 2 1 3 1 0 0 1
"stormy" 0 0 0 0 0 1 0 0 0 1 1 0 1 2 1 0 1 1 0 0 0 1 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0
"stubborn" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"submissive" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 2 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0
"sullen" 0 0 0 1 0 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 0 1 0 1 0 0 3 0 0 0 0 1 0 0 0 0 0 3 0 0 2 1 1 0 0 0 0 3 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 1 1 0 0 2 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 2 1 2 1 0 0 0 0 0 1 0 0 3 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 1 2 0 0 1 0 0 0 0 0 1 1 0 1 0 0 2 0 0 0 0 2 0 1 0 0
"sunny" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 1 0 0 0 0 1 1 1 0 0 2 0 0 1 0 0 0 0 1 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 2 1 0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 1 1 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 2 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 3 0 0 0 0
"suspicious" 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 2 1 0 0 0 0 0
"tender" 0 1 0 0 1 1 0 0 0 0 0 0 3 0 6 1 1 0 0 2 0 2 1 0 0 0 3 0 0 0 0 0 2 0 0 0 2 0 3 0 3 0 0 0 0 1 0 3 2 2 1 2 0 0 1 0 2 2 1 0 0 0 0 0 0 0 1 0 0 0 0 4 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 2 0 0 3 0 2 0 1 2 0 1 1 1 2 1 0 1 1 0 1 4 0 2 2 0 1 0 1 0 0 0 0 0 0 0 0 2 0 4 3 0 1 0 1 1 2 2 0 0 0 0 0 0 0 0 2 0 1 0 0 0 1 1 1 0 4 1 1 0 0
"thoughtful" 1 0 1 0 1 2 3 3 1 0 0 1 2 1 4 0 2 1 0 1 1 8 2 3 1 0 6 0 0 1 1 2 0 2 2 0 0 3 1 0 3 1 0 2 0 0 0 1 0 0 1 3 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 4 0 0 1 1 2 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 1 0 1 1 1 0 6 1 0 0 0 0 5 2 0 0 4 1 0 2 1 2 0 1 0 3 5 0 1 1 1 2 2 6 1 4 9 0 0 0 0 1 0 3 0 0 0 0 3 2 1 7 1 0 5 0 1 1 1 0 0 1 0 1 0 0 0 0 1 2 1 0 1 0 0 0 2 1 2 0 1 0 0
"tight" 2 0 1 0 0 0 0 2 0 0 1 1 2 0 2 2 2 0 0 0 1 2 2 1 1 1 5 0 0 0 0 0 0 0 1 0 0 1 1 1 4 0 1 3 1 0 0 1 1 1 1 3 0 0 1 0 1 1 1 0 1 0 0 1 0 1 2 1 0 0 0 0 1 2 2 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 2 2 2 2 1 1 0 1 1 0 0 2 1 1 0 0 3 1 1 0 0 2 1 1 0 0 0 0 6 0 1 3 0 0 0 1 1 0 1 0 0 0 0 0 1 1 3 2 0 2 1 1 1 2 0 0 0 0 1 1 0 2 1 0 0 1 0 0 2 1 1 3 0 2 0 0 0 0
"timid" 1 0 0 0 0 2 1 1 0 2 1 0 3 1 7 0 0 2 0 1 0 3 1 1 0 1 5 0 0 0 1 2 0 0 0 0 0 2 1 2 5 0 0 1 0 0 0 2 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 1 4 3 0 1 0 0 0 1 1 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 2 1 1 0 0 0 0 1 1 3 5 0 2 0 0 2 1 2 0 3 1 0 0 0 0 0 1 3 0 1 4 0 1 0 1 0 0 3 0 0 0 0 0 0 1 4 2 2 2 0 2 5 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 2 0 0 2 2 2 0 0 0 0
"tough" 0 2 0 0 2 1 0 0 0 1 0 4 0 0 0 0 0 0 1 0 0 1 0 0 0 0 5 2 0 0 0 4 0 0 1 0 0 1 0 0 1 2 0 2 0 0 2 1 2 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0 1 1 2 2 1 1 0 0 1 1 0 0 0 1 0 0 0 0 3 0 0 0 0 0 0 1 0 2 1 1 1 1 0 0 0 1 0 2 0 3 0 0 0 1 4 0 1 1 0 1 0 1 0 1 0 0 9 1 2 0 0 0 0 0 0 1 6 0 0 2 0 0 0 2 4 1 0 1 0 2 1 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 2 2 2 0 1 0 0
"unkind" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 2 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0 0 3 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1
"unreasonable" 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
"vague" 2 0 1 1 1 2 0 0 0 2 1 0 0 0 5 1 2 2 0 2 0 3 1 0 0 0 4 0 1 0 0 1 0 1 0 2 0 0 2 0 3 0 1 1 1 0 0 4 2 0 1 2 1 0 0 1 2 1 0 0 1 0 0 1 1 1 0 2 1 0 1 2 1 2 0 1 0 1 0 0 4 0 0 0 0 1 0 2 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 1 2 0 1 0 2 0 0 1 1 0 3 0 1 1 0 1 2 5 0 0 7 1 0 0 0 1 1 0 0 1 0 1 1 0 4 3 2 1 0 1 1 2 2 2 0 1 1 2 0 1 0 0 2 2 0 0 0 0 0 0 4 0 1 0 1 1 0
"vain" 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 0 1 0 0 0 0 4 1 0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 1 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 3 1 0 2 0 1 0 0 0 0 2 0 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 4 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0
"vigorous" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 1 2 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 2 0 1 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"violent" 0 0 0 0 1 3 1 0 1 0 1 1 3 0 2 1 2 1 0 0 0 4 1 0 0 1 2 0 0 0 1 0 0 2 1 2 1 0 2 1 3 0 1 1 0 1 0 1 0 1 2 3 0 0 1 0 1 0 2 1 2 0 0 1 1 0 3 2 1 0 1 2 1 0 2 0 0 1 2 1 1 0 0 0 0 1 0 2 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 1 2 4 0 2 0 0 0 0 2 0 0 1 1 5 1 3 0 0 3 0 4 0 2 5 1 3 1 0 2 1 2 0 0 2 0 0 0 2 6 1 1 1 1 1 3 1 2 0 0 1 0 0 2 1 2 3 2 2 0 0 4 0 0 0 1 3 1 0 0 0
"warm" 0 1 0 0 1 1 1 2 0 3 1 0 1 2 8 0 0 0 0 1 0 3 4 2 1 0 11 0 0 0 0 2 1 0 0 1 0 2 3 0 4 1 1 1 0 0 1 4 4 1 0 3 0 2 2 0 4 0 1 0 2 0 0 0 1 1 4 0 0 1 3 3 0 1 0 1 0 2 4 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 2 1 0 6 1 0 0 0 0 2 2 2 0 3 0 1 1 2 3 0 1 0 1 1 0 1 2 2 1 1 5 1 5 3 0 0 0 0 0 2 4 0 0 0 1 2 0 2 4 0 0 1 0 4 2 0 1 0 0 0 0 1 1 0 1 0 2 2 0 0 0 0 0 1 0 2 1 1 0 0
"wild" 1 1 0 1 3 0 0 0 0 2 0 2 4 1 10 0 3 1 2 0 0 7 2 3 0 2 7 1 0 1 1 2 0 0 1 0 1 8 2 2 7 1 2 1 0 0 2 8 1 0 3 5 2 0 1 1 1 2 2 1 5 1 1 1 2 2 0 0 1 1 0 9 2 1 3 1 2 3 4 1 2 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 3 2 5 0 2 3 0 0 2 3 2 1 7 1 1 2 2 3 3 2 1 2 0 0 1 1 3 0 2 8 1 2 14 0 2 2 1 1 1 5 2 0 0 0 0 1 1 9 3 0 5 0 2 7 1 3 1 0 1 2 3 0 4 2 2 2 2 1 0 1 3 1 3 2 0 1 1 0 2
"womanly" 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0
"worldly" 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 1 0 1 0 1 3 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 2 0 0 2 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 4 0 0 0 3 0 0 4 0 0 3 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 3 1 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1 0 2 1 0 0 0 1 1 1 0 0 0
"voluptuous" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 4 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"wise" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 1 0 0 1 3 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 2 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 3 0 1 2 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0
