"","austen","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"1879","knockabout",0,0,0,0,0,0,0
"1880","knocker",0,0,0,0,0,0,0
"1881","know-all",0,0,0,0,0,0,0
"1882","knowing",0,0,0,0,0,0,0
"1883","know-it-all",0,0,0,0,0,0,0
"1884","knowledgeable",0,0,0,0,0,0,0
"1885","know-nothing",0,0,0,0,0,0,0
"1886","laborious",0,0,0,0,0,0,0
"1887","lachrymist",0,0,0,0,0,0,0
"1888","lachrymose",0,0,0,0,0,0,0
"1889","lackadaisical",0,0,0,0,0,0,0
"1890","la-di-da",0,0,0,0,0,0,0
"1891","lady-killer",0,0,0,0,0,0,0
"1892","laggard",0,0,0,0,0,0,0
"1893","lamblike",0,0,0,0,0,0,0
"1894","lamentful",0,0,0,0,0,0,0
"1895","land-grabbing",0,0,0,0,0,0,0
"1896","land-hungry",0,0,0,0,0,0,0
"1897","landlordly",0,0,0,0,0,0,0
"1898","landlouping",0,0,0,0,0,0,0
"1899","languorous",0,0,0,0,0,0,0
"1900","laputan",0,0,0,0,0,0,0
"1901","larcenous",0,0,0,0,0,0,0
"1902","lardy-dardy",0,0,0,0,0,0,0
"1903","large-handed",0,0,0,0,0,0,0
"1904","large-hearted",0,0,0,0,0,0,0
"1905","large-minded",0,0,0,0,0,0,0
"1906","largitional",0,0,0,0,0,0,0
"1907","larksome",0,0,0,0,0,0,0
"1908","larky",0,0,0,0,0,0,0
"1909","larrikin",0,0,0,0,0,0,0
"1910","lascivious",0,0,0,0,0,0,0
"1911","lassitude",0,0,0,0,0,0,0
"1912","latesome",0,0,0,0,0,0,0
"1913","latitudinarian",0,0,0,0,0,0,0
"1914","latitudinous",0,0,0,0,0,0,0
"1915","laughterful",0,0,0,0,0,0,0
"1916","laughterless",0,0,0,0,0,0,0
"1917","laurence",0,0,0,0,0,0,0
"1918","law-abiding",0,0,0,0,0,0,0
"1919","lawgiving",0,0,0,0,0,0,0
"1920","lawless",0,0,0,0,0,0,0
"1921","lawyerlike",0,0,0,0,0,0,0
"1922","lax",0,0,0,0,0,0,0
"1923","lazar",0,0,0,0,0,0,0
"1924","leadable",0,0,0,0,0,0,0
"1925","leaden-hearted",0,0,0,0,0,0,0
"1926","leader",0,0,0,0,0,0,0
"1927","leathwake",0,0,0,0,0,0,0
"1928","leery",0,0,0,0,0,0,0
"1929","leguleian",0,0,0,0,0,0,0
"1930","lentitudinous",0,0,0,0,0,0,0
"1931","leresis",0,0,0,0,0,0,0
"1932","lesbian",0,0,0,0,0,0,0
"1933","let-alone",0,0,0,0,0,0,0
"1934","lethargic",0,0,0,0,0,0,0
"1935","leveler",0,0,0,0,0,0,0
"1936","level-headed",0,0,0,0,0,0,0
"1937","levelish",0,0,0,0,0,0,0
"1938","lewd",0,0,0,0,0,0,0
"1939","lexiphanic",0,0,0,0,0,0,0
"1940","liar",0,0,0,0,0,0,0
"1941","liberalistic",0,0,0,0,0,0,0
"1942","libertarian",0,0,0,0,0,0,0
"1943","liberticidal",0,0,0,0,0,0,0
"1944","libertine",0,0,0,0,0,0,0
"1945","libidinous",0,0,0,0,0,0,0
"1946","libratory",0,0,0,0,0,0,0
"1947","licentious",0,0,0,0,0,0,0
"1948","lickerish",0,0,0,0,0,0,0
"1949","liegeman",0,0,0,0,0,0,0
"1950","light-dingered",0,0,0,0,0,0,0
"1951","light-footed",0,0,0,0,0,0,0
"1952","light-handed",0,0,0,0,0,0,0
"1953","light-heeled",0,0,0,0,0,0,0
"1954","light-limbed",0,0,0,0,0,0,0
"1955","lissom",0,0,0,0,0,0,0
"1956","light-minded",0,0,0,0,0,0,0
"1957","limber",0,0,0,0,0,0,0
"1958","limp",0,0,0,0,0,0,0
"1959","limpsy",0,0,0,0,0,0,0
"1960","lingy",0,0,0,0,0,0,0
"1961","linty",0,0,0,0,0,0,0
"1962","lion-hearted",0,0,0,0,0,0,0
"1963","lippy",0,0,0,0,0,0,0
"1964","ilish",0,0,0,0,0,0,0
"1965","listless",0,0,0,0,0,0,0
"1966","literal",0,0,0,0,0,0,0
"1967","literate",0,0,0,0,0,0,0
"1968","literator",0,0,0,0,0,0,0
"1969","literatus",0,0,0,0,0,0,0
"1970","literose",0,0,0,0,0,0,0
"1971","lithe",0,0,0,0,0,0,0
"1972","lither",0,0,0,0,0,0,0
"1973","lithy",0,0,0,0,0,0,0
"1974","litigant",0,0,0,0,0,0,0
"1975","litigious",0,0,0,0,0,0,0
"1976","loaferish",0,0,0,0,0,0,0
"1977","logical",0,0,0,0,0,0,0
"1978","logolatory",0,0,0,0,0,0,0
"1979","logomachic",0,0,0,0,0,0,0
"1980","logomania",0,0,0,0,0,0,0
"1981","logomaniac",0,0,0,0,0,0,0
"1982","longamious",0,0,0,0,0,0,0
"1983","long-headed",0,0,0,0,0,0,0
"1984","longiloquent",0,0,0,0,0,0,0
"1985","long-sighted",0,0,0,0,0,0,0
"1986","long-suffering",0,0,0,0,0,0,0
"1987","long-tongued",0,0,0,0,0,0,0
"1988","long-winded ",0,0,0,0,0,0,0
"1989","loopy ",0,0,0,0,0,0,0
"1990","loose-tongued",0,0,0,0,0,0,0
"1991","loppy",0,0,0,0,0,0,0
"1992","loquacious",0,0,0,0,0,0,0
"1993","loquent",0,0,0,0,0,0,0
"1994","lordly",0,0,0,0,0,0,0
"1995","lorn",0,0,0,0,0,0,0
"1996","lothario",0,0,0,0,0,0,0
"1997","lotus-eating",0,0,0,0,0,0,0
"1998","loud-mouthed",0,0,0,0,0,0,0
"1999","loup-the-dyke",0,0,0,0,0,0,0
"2000","louther",0,0,0,0,0,0,0
"2001","love-maker",0,0,0,0,0,0,0
"2002","loving-kindness",0,0,0,0,0,0,0
"2003","lowery",0,0,0,0,0,0,0
"2004","lown",0,0,0,0,0,0,0
"2005","lubricous",0,0,0,0,0,0,0
"2006","lucid",0,0,0,0,0,0,0
"2007","luciferian ",0,0,0,0,0,0,0
"2008","lucibund",0,0,0,0,0,0,0
"2009","lungeous",0,0,0,0,0,0,0
"2010","lunt",0,0,0,0,0,0,0
"2011","lusk",0,0,0,0,0,0,0
"2012","lusory",0,0,0,0,0,0,0
"2013","lustful",0,0,0,0,0,0,0
"2014","lustless",0,0,0,0,0,0,0
"2015","lusty",0,0,0,0,0,0,0
"2016","lutherolatrist",0,0,0,0,0,0,0
"2017","lydian",0,0,0,0,0,0,0
"2018","lypothymia",0,0,0,0,0,0,0
"2019","macadamizer",0,0,0,0,0,0,0
"2020","macaronic",0,0,0,0,0,0,0
"2021","machiavellian",0,0,0,0,0,0,0
"2022","machine-like",0,0,0,0,0,0,0
"2023","mack",0,0,0,0,0,0,0
"2024","macrology",0,0,0,0,0,0,0
"2025","macromanical",0,0,0,0,0,0,0
"2026","madbrain",0,0,0,0,0,0,0
"2027","madcap",0,0,0,0,0,0,0
"2028","mad-headed",0,0,0,0,0,0,0
"2029","madonnaish",0,0,0,0,0,0,0
"2030","maecenas",0,0,0,0,0,0,0
"2031","maenadic",0,0,0,0,0,0,0
"2032","magdalene",0,0,0,0,0,0,0
"2033","magisterial",0,0,0,0,0,0,0
"2034","magnanimous",0,0,0,0,0,0,0
"2035","magniloquent",0,0,0,0,0,0,0
"2036","magnipotent",0,0,0,0,0,0,0
"2037","magnisonant",0,0,0,0,0,0,0
"2038","magpie",0,0,0,0,0,0,0
"2039","mahatma",0,0,0,0,0,0,0
"2040","majestic",0,0,0,0,0,0,0
"2041","makebate",0,0,0,0,0,0,0
"2042","make-law",0,0,0,0,0,0,0
"2043","make-mirth",0,0,0,0,0,0,0
"2044","make-peace",0,0,0,0,0,0,0
"2045","make-shame",0,0,0,0,0,0,0
"2046","make-talk",0,0,0,0,0,0,0
"2047","maladministrator",0,0,0,0,0,0,0
"2048","malapert",0,0,0,0,0,0,0
"2049","malcontent",0,0,0,0,0,0,0
"2050","maledicent",0,0,0,0,0,0,0
"2051","malefic",0,0,0,0,0,0,0
"2052","maleficent",0,0,0,0,0,0,0
"2053","malevolent",0,0,0,0,0,0,0
"2054","malfeasant ",0,0,0,0,0,0,0
"2055","malison",0,0,0,0,0,0,0
"2056","malversation",0,0,0,0,0,0,0
"2057","mandy",0,0,0,0,0,0,0
"2058","man-hating",0,0,0,0,0,0,0
"2059","manifestative",0,0,0,0,0,0,0
"2060","man-keen",0,0,0,0,0,0,0
"2061","man-killing",0,0,0,0,0,0,0
"2062","mannered",0,0,0,0,0,0,0
"2063","mannerless",0,0,0,0,0,0,0
"2064","mannerly",0,0,0,0,0,0,0
"2065","mannish",0,0,0,0,0,0,0
"2066","mansuete",0,0,0,0,0,0,0
"2067","marinist",0,0,0,0,0,0,0
"2068","marivaudage",0,0,0,0,0,0,0
"2069","marplot",0,0,0,0,0,0,0
"2070","martial",0,0,0,0,0,0,0
"2071","martinet",0,0,0,0,0,0,0
"2072","martyr",0,0,0,0,0,0,0
"2073","masculine",0,0,0,0,0,0,0
"2074","masochistic",0,0,0,0,0,0,0
"2075","masterful",0,0,0,0,0,0,0
"2076","masturbate",0,0,0,0,0,0,0
"2077","materialistic",0,0,0,0,0,0,0
"2078","mathematical",0,0,0,0,0,0,0
"2079","matricide",0,0,0,0,0,0,0
"2080","matronly",0,0,0,0,0,0,0
"2081","maudlin",0,0,0,0,0,0,0
"2082","maundrel",0,0,0,0,0,0,0
"2083","maungy",0,0,0,0,0,0,0
"2084","mawwormish",0,0,0,0,0,0,0
"2085","mazy",0,0,0,0,0,0,0
"2086","meable",0,0,0,0,0,0,0
"2087","mealy-mouthed",0,0,0,0,0,0,0
"2088","mechanical",0,0,0,0,0,0,0
"2089","mechanistic",0,0,0,0,0,0,0
"2090","meddlesome",0,0,0,0,0,0,0
"2091","medianimic",0,0,0,0,0,0,0
"2092","mediatorian",0,0,0,0,0,0,0
"2093","medievalistic",0,0,0,0,0,0,0
"2094","mediatative",0,0,0,0,0,0,0
"2095","mediumistic",0,0,0,0,0,0,0
"2096","meek",0,0,0,0,0,0,0
"2097","meglomaniacal",0,0,0,0,0,0,0
"2098","melancholic",0,0,0,0,0,0,0
"2099","melancholyish",0,0,0,0,0,0,0
"2100","melodramatic",0,0,0,0,0,0,0
"2101","melomanic",0,0,0,0,0,0,0
"2102","memorist",0,0,0,0,0,0,0
"2103","mendacious",0,0,0,0,0,0,0
"2104","mendicant ",0,0,0,0,0,0,0
"2105","mentalist",0,0,0,0,0,0,0
"2106","mephistophelean",0,0,0,0,0,0,0
"2107","merchantlike",0,0,0,0,0,0,0
"2108","merciless",0,0,0,0,0,0,0
"2109","mercurial",0,0,0,0,0,0,0
"2110","mertimonger",0,0,0,0,0,0,0
"2111","merop",0,0,0,0,0,0,0
"2112","merry-andrew",0,0,0,0,0,0,0
"2113","metaphorical",0,0,0,0,0,0,0
"2114","metaphysical",0,0,0,0,0,0,0
"2115","methodless",0,0,0,0,0,0,0
"2116","meticulous",0,0,0,0,0,0,0
"2117","metoposcopist",0,0,0,0,0,0,0
"2118","metromaniacal",0,0,0,0,0,0,0
"2119","metropolitan",0,0,0,0,0,0,0
"2120","mettlesome",0,0,0,0,0,0,0
"2121","miff",0,0,0,0,0,0,0
"2122","miffy",0,0,0,0,0,0,0
"2123","migrant",0,0,0,0,0,0,0
"2124","migratory",0,0,0,0,0,0,0
"2125","mild-hearted",0,0,0,0,0,0,0
"2126","mildish",0,0,0,0,0,0,0
"2127","militant",0,0,0,0,0,0,0
"2128","militaristic",0,0,0,0,0,0,0
"2129","miltonic",0,0,0,0,0,0,0
"2130","mim",0,0,0,0,0,0,0
"2131","mime",0,0,0,0,0,0,0
"2132","mimetic",0,0,0,0,0,0,0
"2133","miminy-piminy",0,0,0,0,0,0,0
"2134","mim-mouthed",0,0,0,0,0,0,0
"2135","minacious",0,0,0,0,0,0,0
"2136","minatory",0,0,0,0,0,0,0
"2137","mincing",0,0,0,0,0,0,0
"2138","ministerial",0,0,0,0,0,0,0
"2139","ministrative",0,0,0,0,0,0,0
"2140","mirthful",0,0,0,0,0,0,0
"2141","mirthless",0,0,0,0,0,0,0
"2142","misanthropic",0,0,0,0,0,0,0
"2143","misappreciative",0,0,0,0,0,0,0
"2144","mischief-making ",0,0,0,0,0,0,0
"2145","mischievous ",0,0,0,0,0,0,0
"2146","misconfident",0,0,0,0,0,0,0
"2147","miscontent",0,0,0,0,0,0,0
"2148","misdeemful",0,0,0,0,0,0,0
"2149","miserabilist",0,0,0,0,0,0,0
"2150","misleared",0,0,0,0,0,0,0
"2151","misocyny ",0,0,0,0,0,0,0
"2152","misogallic",0,0,0,0,0,0,0
"2153","misogamic",0,0,0,0,0,0,0
"2154","misogynic",0,0,0,0,0,0,0
"2155","misologist",0,0,0,0,0,0,0
"2156","misoneistic",0,0,0,0,0,0,0
"2157","misopaedist",0,0,0,0,0,0,0
"2158","misopolemical",0,0,0,0,0,0,0
"2159","misoscopist",0,0,0,0,0,0,0
"2160","misosophist",0,0,0,0,0,0,0
"2161","misotheistic",0,0,0,0,0,0,0
"2162","misotramontanism ",0,0,0,0,0,0,0
"2163","misotyranny",0,0,0,0,0,0,0
"2164","misoxene",0,0,0,0,0,0,0
"2165","misproud",0,0,0,0,0,0,0
"2166","mistempered",0,0,0,0,0,0,0
"2167","mistressly",0,0,0,0,0,0,0
"2168","mistrustful",0,0,0,0,0,0,0
"2169","misventurous",0,0,0,0,0,0,0
"2170","mixer",0,0,0,0,0,0,0
"2171","moanful",0,0,0,0,0,0,0
"2172","mobile",0,0,0,0,0,0,0
"2173","mobocratic",0,0,0,0,0,0,0
"2174","mock-heroic",0,0,0,0,0,0,0
"2175","moderationist",0,0,0,0,0,0,0
"2176","modernist",0,0,0,0,0,0,0
"2177","modifiable",0,0,0,0,0,0,0
"2178","modish",0,0,0,0,0,0,0
"2179","mogilalia",0,0,0,0,0,0,0
"2180","mollifiable",0,0,0,0,0,0,0
"2181","mollitious ",0,0,0,0,0,0,0
"2182","monachal",0,0,0,0,0,0,0
"2183","monarchal",0,0,0,0,0,0,0
"2184","monarchomachic",0,0,0,0,0,0,0
"2185","money-grubbing",0,0,0,0,0,0,0
"2186","money-making",0,0,0,0,0,0,0
"2187","money-mongering",0,0,0,0,0,0,0
"2188","money-spinner",0,0,0,0,0,0,0
"2189","monkish",0,0,0,0,0,0,0
"2190","monocratic",0,0,0,0,0,0,0
"2191","monodynamic",0,0,0,0,0,0,0
"2192","mono-ideistic",0,0,0,0,0,0,0
"2193","monolatrous",0,0,0,0,0,0,0
"2194","monophobia",0,0,0,0,0,0,0
"2195","monopolistic",0,0,0,0,0,0,0
"2196","monosyllabic",0,0,0,0,0,0,0
"2197","moodish",0,0,0,0,0,0,0
"2198","moody",0,0,0,0,0,0,0
"2199","moonblind",0,0,0,0,0,0,0
"2200","mooncalf",0,0,0,0,0,0,0
"2201","moonish",0,0,0,0,0,0,0
"2202","moonraking",0,0,0,0,0,0,0
"2203","moony",0,0,0,0,0,0,0
"2204","moppet",0,0,0,0,0,0,0
"2205","mopus",0,0,0,0,0,0,0
"2206","mopy",0,0,0,0,0,0,0
"2207","moralistic",0,0,0,0,0,0,0
"2208","morbid",0,0,0,0,0,0,0
"2209","mordacious",0,0,0,0,0,0,0
"2210","mordant",0,0,0,0,0,0,0
"2211","morose",0,0,0,0,0,0,0
"2212","morphinist",0,0,0,0,0,0,0
"2213","moses",0,0,0,0,0,0,0
"2214","motiveless",0,0,0,0,0,0,0
"2215","motley-minded",0,0,0,0,0,0,0
"2216","mountebank",0,0,0,0,0,0,0
"2217","mouth",0,0,0,0,0,0,0
"2218","mouthy",0,0,0,0,0,0,0
"2219","movable",0,0,0,0,0,0,0
"2220","mover",0,0,0,0,0,0,0
"2221","moy",0,0,0,0,0,0,0
"2222","mucker",0,0,0,0,0,0,0
"2223","muddle-headed",0,0,0,0,0,0,0
"2224","muddy-brained",0,0,0,0,0,0,0
"2225","muddy-headed",0,0,0,0,0,0,0
"2226","muddy-mettled",0,0,0,0,0,0,0
"2227","muliebrity ",0,0,0,0,0,0,0
"2228","mulierose",0,0,0,0,0,0,0
"2229","mulish",0,0,0,0,0,0,0
"2230","multanimous",0,0,0,0,0,0,0
"2231","multiloquent",0,0,0,0,0,0,0
"2232","multipotent",0,0,0,0,0,0,0
"2233","multivagant",0,0,0,0,0,0,0
"2234","mumpish",0,0,0,0,0,0,0
"2235","murderous",0,0,0,0,0,0,0
"2236","mure",0,0,0,0,0,0,0
"2237","murmurless",0,0,0,0,0,0,0
"2238","murmurous",0,0,0,0,0,0,0
"2239","museful",0,0,0,0,0,0,0
"2240","museless",0,0,0,0,0,0,0
"2241","musicianly",0,0,0,0,0,0,0
"2242","mussy",0,0,0,0,0,0,0
"2243","mutinous",0,0,0,0,0,0,0
"2244","myrmidon",0,0,0,0,0,0,0
"2245","mysophobia ",0,0,0,0,0,0,0
"2246","mystical ",0,0,0,0,0,0,0
"2247","nabal",0,0,0,0,0,0,0
"2248","nacket",0,0,0,0,0,0,0
"2249","naggy",0,0,0,0,0,0,0
"2250","naïve ",0,0,0,0,0,0,0
"2251","napoleonic",0,0,0,0,0,0,0
"2252","nappy",0,0,0,0,0,0,0
"2253","narcistic",0,0,0,0,0,0,0
"2254","narcomaniacal",0,0,0,0,0,0,0
"2255","nash",0,0,0,0,0,0,0
"2256","nationalistic",0,0,0,0,0,0,0
"2257","nativistic",0,0,0,0,0,0,0
"2258","nattered",0,0,0,0,0,0,0
"2259","natty",0,0,0,0,0,0,0
"2260","naturalistic",0,0,0,0,0,0,0
"2261","neat-handed",0,0,0,0,0,0,0
"2262","necessitarian",0,0,0,0,0,0,0
"2263","necrolatry",0,0,0,0,0,0,0
"2264","necromantic",0,0,0,0,0,0,0
"2265","necrophile",0,0,0,0,0,0,0
"2266","necrophobic",0,0,0,0,0,0,0
"2267","ne’er-do-well",0,0,0,0,0,0,0
"2268","negativistic",0,0,0,0,0,0,0
"2269","neglectful",0,0,0,0,0,0,0
"2270","negrophile",0,0,0,0,0,0,0
"2271","negrophobiac",0,0,0,0,0,0,0
"2272","neighborly",0,0,0,0,0,0,0
"2273","nemophilous",0,0,0,0,0,0,0
"2274","neo-kantian",0,0,0,0,0,0,0
"2275","neologistic",0,0,0,0,0,0,0
"2276","neo-malthusian",0,0,0,0,0,0,0
"2277","neopagan",0,0,0,0,0,0,0
"2278","neophilism",0,0,0,0,0,0,0
"2279","neophobia",0,0,0,0,0,0,0
"2280","neophytic",0,0,0,0,0,0,0
"2281","neoplatonic",0,0,0,0,0,0,0
"2282","nephalist",0,0,0,0,0,0,0
"2283","nepotic",0,0,0,0,0,0,0
"2284","neronian",0,0,0,0,0,0,0
"2285","nerveless",0,0,0,0,0,0,0
"2286","nervid",0,0,0,0,0,0,0
"2287","nervosanguineous",0,0,0,0,0,0,0
"2288","nervy",0,0,0,0,0,0,0
"2289","nescient",0,0,0,0,0,0,0
"2290","nese-wise",0,0,0,0,0,0,0
"2291","nesh",0,0,0,0,0,0,0
"2292","nettle-earnest",0,0,0,0,0,0,0
"2293","nettly",0,0,0,0,0,0,0
"2294","neuradynamic",0,0,0,0,0,0,0
"2295","neurasthenic",0,0,0,0,0,0,0
"2296","neuromimetic",0,0,0,0,0,0,0
"2297","neurotic",0,0,0,0,0,0,0
"2298","never-strike",0,0,0,0,0,0,0
"2299","newsmonger",0,0,0,0,0,0,0
"2300","newspapery",0,0,0,0,0,0,0
"2301","newsy",0,0,0,0,0,0,0
"2302","nidgetty",0,0,0,0,0,0,0
"2303","niffy-naffy",0,0,0,0,0,0,0
"2304","niggardly",0,0,0,0,0,0,0
"2305","niggerish",0,0,0,0,0,0,0
"2306","nigh",0,0,0,0,0,0,0
"2307","nihilistic",0,0,0,0,0,0,0
"2308","nimble",0,0,0,0,0,0,0
"2309","nimble-fingered",0,0,0,0,0,0,0
"2310","nimble-footed",0,0,0,0,0,0,0
"2311","nimble-witted",0,0,0,0,0,0,0
"2312","nipper",0,0,0,0,0,0,0
"2313","nippy",0,0,0,0,0,0,0
"2314","nithing",0,0,0,0,0,0,0
"2315","nitid",0,0,0,0,0,0,0
"2316","nobby",0,0,0,0,0,0,0
"2317","noble-minded",0,0,0,0,0,0,0
"2318","nocent",0,0,0,0,0,0,0
"2319","noggen",0,0,0,0,0,0,0
"2320","noiseless",0,0,0,0,0,0,0
"2321","nomadic",0,0,0,0,0,0,0
"2322","nonabsorbent",0,0,0,0,0,0,0
"2323","nonabstainer",0,0,0,0,0,0,0
"2324","nonacceding",0,0,0,0,0,0,0
"2325","nonactive",0,0,0,0,0,0,0
"2326","nonacute",0,0,0,0,0,0,0
"2327","nonadherent",0,0,0,0,0,0,0
"2328","nonadhesive",0,0,0,0,0,0,0
"2329","nonadjustable",0,0,0,0,0,0,0
"2330","nonassimilating",0,0,0,0,0,0,0
"2331","nonbookish",0,0,0,0,0,0,0
"2332","nonchalant",0,0,0,0,0,0,0
"2333","noncollegiate",0,0,0,0,0,0,0
"2334","noncommittal",0,0,0,0,0,0,0
"2335","noncommunistic",0,0,0,0,0,0,0
"2336","noncompliant",0,0,0,0,0,0,0
"2337","nonconfident",0,0,0,0,0,0,0
"2338","nonconforming",0,0,0,0,0,0,0
"2339","nonconservative",0,0,0,0,0,0,0
"2340","nonconstructive",0,0,0,0,0,0,0
"2341","noncontent",0,0,0,0,0,0,0
"2342","noncontentious",0,0,0,0,0,0,0
"2343","noncritical",0,0,0,0,0,0,0
"2344","noncurantist",0,0,0,0,0,0,0
"2345","nondexterous",0,0,0,0,0,0,0
"2346","nondiplomatic",0,0,0,0,0,0,0
"2347","nonefficient",0,0,0,0,0,0,0
"2348","nonegoistical",0,0,0,0,0,0,0
"2349","nonelastic",0,0,0,0,0,0,0
"2350","nonemphatic",0,0,0,0,0,0,0
"2351","nonexecutive ",0,0,0,0,0,0,0
"2352","nonexpansive",0,0,0,0,0,0,0
"2353","nonexplosive",0,0,0,0,0,0,0
"2354","nonmitative",0,0,0,0,0,0,0
"2355","noninquiring",0,0,0,0,0,0,0
"2356","noninterfering ",0,0,0,0,0,0,0
"2357","noninterventionist",0,0,0,0,0,0,0
"2358","nonirritable",0,0,0,0,0,0,0
"2359","nonlogical",0,0,0,0,0,0,0
"2360","nonmobile",0,0,0,0,0,0,0
"2361","nonmotile",0,0,0,0,0,0,0
"2362","nonnaturalistic",0,0,0,0,0,0,0
"2363","nonpartisan",0,0,0,0,0,0,0
"2364","nonpersistent",0,0,0,0,0,0,0
"2365","nonpreaching",0,0,0,0,0,0,0
"2366","nonproductive",0,0,0,0,0,0,0
"2367","nonprofessional",0,0,0,0,0,0,0
"2368","nonrational",0,0,0,0,0,0,0
"2369","nonreligious",0,0,0,0,0,0,0
"2370","nonresistant",0,0,0,0,0,0,0
"2371","nonrigid",0,0,0,0,0,0,0
"2372","nonscientific",0,0,0,0,0,0,0
"2373","nonsensitive",0,0,0,0,0,0,0
"2374","nonsparing",0,0,0,0,0,0,0
"2375","nonspiritual",0,0,0,0,0,0,0
"2376","nonspontaneous",0,0,0,0,0,0,0
"2377","nonsporting ",0,0,0,0,0,0,0
"2378","nonsubmissive",0,0,0,0,0,0,0
"2379","nonunderstanding",0,0,0,0,0,0,0
"2380","nonutilitarian ",0,0,0,0,0,0,0
"2381","nonvariant",0,0,0,0,0,0,0
"2382","nonvolatile",0,0,0,0,0,0,0
"2383","nosey",0,0,0,0,0,0,0
"2384","nosomania",0,0,0,0,0,0,0
"2385","nosophobia",0,0,0,0,0,0,0
"2386","nostalgic",0,0,0,0,0,0,0
"2387","nothingarian",0,0,0,0,0,0,0
"2388","notional",0,0,0,0,0,0,0
"2389","notionate",0,0,0,0,0,0,0
"2390","notionless",0,0,0,0,0,0,0
"2391","nous",0,0,0,0,0,0,0
"2392","nudist",0,0,0,0,0,0,0
"2393","nullifidian ",0,0,0,0,0,0,0
"2394","numquid",0,0,0,0,0,0,0
"2395","nyctophobia",0,0,0,0,0,0,0
"2396","nympholeptic",0,0,0,0,0,0,0
"2397","nymphomaniac",0,0,0,0,0,0,0
"2398","oathfu;",0,0,0,0,0,0,0
"2399","obdurate",0,0,0,0,0,0,0
"2400","obeisant",0,0,0,0,0,0,0
"2401","objectative",0,0,0,0,0,0,0
"2402","objective",0,0,0,0,0,0,0
"2403","objectivistic",0,0,0,0,0,0,0
"2404","obliging ",0,0,0,0,0,0,0
"2405","obliquitous",0,0,0,0,0,0,0
"2406","oblocutor",0,0,0,0,0,0,0
"2407","obscurant",0,0,0,0,0,0,0
"2408","obsessed",0,0,0,0,0,0,0
"2409","obstrectator",0,0,0,0,0,0,0
"2410","obstreperous",0,0,0,0,0,0,0
"2411","obstructive",0,0,0,0,0,0,0
"2412","occasionalist",0,0,0,0,0,0,0
"2413","occult ",0,0,0,0,0,0,0
"2414","ochlocratic",0,0,0,0,0,0,0
"2415","ochlophobist",0,0,0,0,0,0,0
"2416","odinist",0,0,0,0,0,0,0
"2417","odynophobia",0,0,0,0,0,0,0
"2418","oeciomania",0,0,0,0,0,0,0
"2419","oecophobia",0,0,0,0,0,0,0
"2420","oenophilist",0,0,0,0,0,0,0
"2421","oenophobist",0,0,0,0,0,0,0
"2422","offendable ",0,0,0,0,0,0,0
"2423","offhand",0,0,0,0,0,0,0
"2424","offish",0,0,0,0,0,0,0
"2425","oil-tongued",0,0,0,0,0,0,0
"2426","oily",0,0,0,0,0,0,0
"2427","oilyish",0,0,0,0,0,0,0
"2428","old-gentlemantly",0,0,0,0,0,0,0
"2429","old-maidish",0,0,0,0,0,0,0
"2430","old-womanish",0,0,0,0,0,0,0
"2431","old-worldish",0,0,0,0,0,0,0
"2432","oligarchic",0,0,0,0,0,0,0
"2433","ologistic",0,0,0,0,0,0,0
"2434","olympian",0,0,0,0,0,0,0
"2435","omnibenevolent ",0,0,0,0,0,0,0
"2436","omnicredulous",0,0,0,0,0,0,0
"2437","omnific",0,0,0,0,0,0,0
"2438","omnigerent ",0,0,0,0,0,0,0
"2439","omnilegent",0,0,0,0,0,0,0
"2440","omniloquent",0,0,0,0,0,0,0
"2441","omnipatient",0,0,0,0,0,0,0
"2442","omnipercipient",0,0,0,0,0,0,0
"2443","omnist",0,0,0,0,0,0,0
"2444","omnitolerant",0,0,0,0,0,0,0
"2445","omnivagant",0,0,0,0,0,0,0
"2446","omnivorous",0,0,0,0,0,0,0
"2447","onanistic",0,0,0,0,0,0,0
"2448","one-ideaed",0,0,0,0,0,0,0
"2449","oneirocritical",0,0,0,0,0,0,0
"2450","onomatomania",0,0,0,0,0,0,0
"2451","open-handed",0,0,0,0,0,0,0
"2452","open-minded",0,0,0,0,0,0,0
"2453","open-mouthed",0,0,0,0,0,0,0
"2454","openrose",0,0,0,0,0,0,0
"2455","opinionated",0,0,0,0,0,0,0
"2456","opinionative",0,0,0,0,0,0,0
"2457","opportunist",0,0,0,0,0,0,0
"2458","optimistic",0,0,0,0,0,0,0
"2459","oracular",0,0,0,0,0,0,0
"2460","oratorical",0,0,0,0,0,0,0
"2461","orbilious ",0,0,0,0,0,0,0
"2462","orderable",0,0,0,0,0,0,0
"2463","oderless",0,0,0,0,0,0,0
"2464","ordinate",0,0,0,0,0,0,0
"2465","organizer",0,0,0,0,0,0,0
"2466","orgiastic",0,0,0,0,0,0,0
"2467","orgulous",0,0,0,0,0,0,0
"2468","originative",0,0,0,0,0,0,0
"2469","orotund",0,0,0,0,0,0,0
"2470","orphean",0,0,0,0,0,0,0
"2471","orphic",0,0,0,0,0,0,0
"2472","orthoboulia",0,0,0,0,0,0,0
"2473","orthodox",0,0,0,0,0,0,0
"2474","oscillatory",0,0,0,0,0,0,0
"2475","oscitant",0,0,0,0,0,0,0
"2476","otherworldly ",0,0,0,0,0,0,0
"2477","otiant",0,0,0,0,0,0,0
