"abrupt" "active" "affable" "affectionate" "aloof" "awkward" "bitter" "boisterous" "bold" "brave" "brisk" "busy" "calm" "candid" "capricious" "careful" "careless" "catholic" "cautious" "certain" "cheerful" "christian" "civil" "clean" "close" "cold" "complimentary" "conciliatory" "confidential" "consistent" "constant" "cool" "courteous" "cruel" "curious" "daring" "delicate" "determined" "direct" "distrustful" "domestic" "eager" "earnest" "easy" "expressive" "faithful" "familiar" "fast" "fearful" "ferocious" "fickle" "fierce" "fiery" "firm" "forgetful" "frank" "free" "fresh" "friendly" "frugal" "gallant" "gay" "general" "generous" "genteel" "gentle" "giddy" "gloomy" "graceful" "gracious" "grateful" "grave" "gruff" "handsome" "hasty" "haughty" "headlong" "hearty" "heavy" "honest" "hopeful" "humble" "hurried" "impatient" "indifferent" "intense" "irreligious" "jaunty" "jovial" "keen" "kind" "lavish" "lazy" "lively" "lofty" "lonely" "loud" "loving" "melancholy" "merry" "mild" "military" "modest" "mournful" "musical" "mute" "natural" "nervous" "noisy" "obdurate" "open" "original" "particular" "patient" "peaceful" "placid" "pleasant" "precise" "proud" "prudent" "quick" "quiet" "rapid" "reasonable" "reckless" "religious" "resolute" "restless" "rigid" "rough" "rude" "rusty" "sad" "scornful" "second" "sensible" "sensitive" "serious" "severe" "silent" "simple" "sincere" "slow" "smooth" "sober" "social" "soft" "solemn" "stable" "steady" "stealthy" "steep" "stern" "stiff" "straight" "strict" "strong" "sudden" "sufficient" "suggestive" "sullen" "sunny" "sure" "surly" "suspicious" "sweet" "talkative" "tender" "thankful" "thorough" "thoughtful" "tight" "timid" "true" "ugly" "uncertain" "unhappy" "vague" "vain" "vicious" "violent" "virtuous" "weak" "wise" "willing" "vagrant"
"second" 1 2 1 0 0 1 0 1 6 4 0 2 1 0 0 0 0 1 0 5 3 1 0 1 1 6 1 0 1 0 2 0 1 0 2 1 1 0 1 0 2 1 2 7 3 1 0 2 2 0 0 1 0 1 1 1 4 0 2 1 1 2 2 0 0 2 1 1 0 5 0 2 1 1 1 0 0 2 6 2 0 2 1 2 0 2 0 0 1 1 2 0 0 1 1 0 3 0 1 1 1 2 0 0 1 0 1 0 0 0 6 4 2 2 0 0 4 0 3 1 3 8 2 1 1 0 1 1 0 3 1 1 2 0 0 1 0 2 1 1 0 0 1 0 0 0 0 4 3 3 0 0 1 0 1 1 12 5 2 1 1 1 9 2 1 2 0 0 0 0 2 0 0 5 2 1 4 2 0 1 2 1 1 3 1 0
"sensible" 1 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 2 0 1 0 0 2 3 0 0 0 1 0 1 0 0 1 0 0 1 1 2 0 1 0 1 1 0 0 0 1 0 0 0 1 0 1 2 2 0 1 0 0 0 1 0 0 3 0 0 0 0 1 1 2 1 1 2 0 0 0 3 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 2 0 1 0 0 0 1 0 1 0 0 2 0 2 0 1 1 0 0 0 1 4 1 0 1 1 2 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 1 1 1 0 1 0 0 0 0 2 0 0 0 2 0 0 0 0 0 5 0 0 2 0 0 0 0 0 1 1 3 1 1 1 0 0 0 0 1 0 0 0 0
"sensitive" 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 1 1 0 2 1 0 0 0 0 1 1 0 2 0 2 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 2 0 3 0 0 0 1 0 0 0 1 1 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"serious" 0 1 1 0 0 0 0 2 3 1 0 1 0 0 0 0 1 0 0 5 3 0 1 1 2 7 1 0 0 0 2 1 2 1 1 0 0 1 0 0 0 1 0 2 1 0 1 0 0 0 2 1 0 0 2 1 2 2 1 0 0 1 4 1 1 3 1 1 1 2 0 3 3 5 1 1 0 2 0 1 0 0 0 0 0 1 0 1 0 0 2 0 0 1 0 0 2 1 2 0 0 1 0 0 0 0 5 0 2 1 4 0 2 1 0 1 4 0 2 0 2 8 0 1 2 1 1 3 1 1 1 1 1 0 2 1 0 0 0 3 0 0 2 2 1 0 2 3 1 1 1 0 0 0 0 0 5 1 0 0 0 0 4 1 0 1 1 0 0 2 1 0 1 3 1 1 0 0 0 0 0 0 2 0 0 1
"severe" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 1 1 3 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 2 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 2 0 0 0 0 1 2 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 0
"silent" 1 3 0 1 1 3 2 3 3 3 0 5 4 1 0 3 5 0 1 9 9 2 2 1 6 12 1 2 2 0 3 4 1 3 3 0 2 1 0 0 1 3 4 7 1 1 2 3 3 1 1 3 1 0 2 1 10 2 6 2 4 2 8 1 0 6 3 5 2 2 0 4 0 5 2 0 2 3 10 7 1 5 2 2 2 2 2 2 1 5 5 3 1 1 0 5 7 0 2 2 0 0 1 3 1 6 9 1 2 2 11 5 8 1 0 2 7 0 5 1 3 13 2 1 2 1 0 5 2 4 0 4 4 0 1 0 1 3 0 0 1 0 5 3 1 1 1 6 3 4 5 2 3 0 2 2 16 6 3 0 4 2 14 0 1 3 1 4 1 0 1 1 2 8 5 3 5 1 4 1 0 1 1 3 1 0
"simple" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 2 0 0 3 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 1 1 0 0 1 0 1 1 0 0 0 3 0 1 0 1 0 1 0 3 0 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 0 0 1 0 0 0 3 0 1 0 0 0 3 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0 0
"sincere" 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 1 1 0 0 0
"slow" 0 0 0 1 0 0 1 1 2 1 0 1 0 0 1 1 0 1 1 5 4 0 0 0 2 6 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 0 1 2 0 2 2 1 1 0 1 1 0 1 0 0 7 0 3 0 1 0 1 1 0 2 2 1 1 0 1 1 0 3 0 0 2 4 4 2 0 0 0 0 2 2 0 1 0 2 1 0 1 1 0 1 2 0 3 1 1 0 0 1 0 0 2 1 1 0 6 1 2 1 2 2 2 0 0 1 2 3 0 1 1 1 1 1 1 3 0 1 4 0 1 0 1 2 0 5 0 0 0 2 1 0 1 1 2 2 1 1 2 1 2 0 5 2 1 0 0 1 4 0 0 0 0 1 0 0 0 0 0 2 1 2 0 1 1 1 0 0 0 1 0 1
"smooth" 1 0 0 0 1 0 0 2 0 0 0 1 1 1 0 0 1 1 1 3 2 0 0 0 3 3 0 0 0 1 1 1 0 2 0 1 0 1 0 1 0 0 0 2 0 0 0 0 0 0 2 1 0 0 1 1 3 0 1 0 0 0 1 0 0 2 2 0 1 0 0 0 0 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 0 0 0 0 0 2 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 1 2 1 1 0 2 2 2 0 0 1 2 0 0 1 0 0 1 0 1 0 1 2 0 0 1 0 2 0 3 0 0 2 0 1 0 1 2 0 0 1 0 1 0 0 0 3 1 0 1 0 0 2 0 0 2 0 1 1 0 0 0 1 5 0 0 0 0 1 1 0 1 0 0 0 1
"sober" 0 1 0 0 0 0 0 0 2 1 1 3 0 0 0 1 1 0 1 3 2 1 0 1 1 3 0 0 0 1 1 2 0 0 0 2 1 0 0 0 0 0 0 1 0 0 2 0 1 0 0 0 2 0 0 0 2 0 1 0 1 1 0 1 0 2 0 2 0 0 1 0 0 3 0 0 1 1 2 2 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 3 0 3 0 0 1 2 1 1 1 0 2 0 0 0 1 0 0 0 0 1 1 2 0 0 1 0 1 1 1 0 1 1 1 0 0 0 1 4 0 0 0 0 0 0 0 6 0 0 0 0 1 2 0 0 0 0 0 0 0 1 0 2 5 0 2 0 0 1 0 1 0 1 0 1 0
"social" 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 3 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0
"soft" 0 0 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 5 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 0 2 3 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 2 0 1 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 2 1 2 0 0 0 1 0 0 2 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0
"solemn" 0 2 0 1 0 1 0 1 2 2 1 3 0 0 0 0 1 2 0 6 4 2 1 0 2 4 0 1 1 0 0 2 0 1 3 0 1 0 2 0 1 1 2 2 1 0 2 1 0 0 1 2 0 2 0 0 3 2 0 1 1 0 3 0 0 1 1 1 2 2 0 3 0 2 0 0 0 0 6 2 0 1 1 0 2 1 2 1 0 1 2 0 0 2 1 0 2 0 0 1 1 3 1 0 1 1 4 1 0 1 5 3 4 1 0 1 3 0 5 0 1 8 2 2 1 1 1 1 1 1 0 1 4 0 4 1 0 3 1 6 0 0 1 2 1 0 0 0 4 2 1 0 0 1 1 1 7 3 2 0 0 1 8 0 0 2 2 0 2 0 1 1 0 2 1 0 2 2 1 1 1 1 0 1 2 1
"stable" 0 3 0 0 1 0 1 1 2 1 1 1 0 0 0 3 1 0 0 4 4 0 1 1 2 2 1 1 2 1 1 1 1 1 2 1 1 0 0 0 1 0 1 4 1 0 0 2 0 1 1 1 0 1 0 0 2 1 1 0 1 2 2 0 0 3 0 2 0 1 0 4 0 1 2 0 0 2 3 2 1 2 1 0 0 1 1 0 1 1 2 0 2 3 1 0 2 0 1 0 0 2 1 0 1 0 2 0 0 0 3 0 3 1 1 1 2 0 6 0 3 5 1 1 2 1 1 1 0 1 0 0 0 0 3 0 1 1 1 3 0 0 2 0 4 0 1 4 0 0 1 0 0 1 0 1 11 1 0 1 0 2 6 0 0 0 1 1 0 1 3 0 1 3 2 1 1 1 1 1 0 0 0 3 0 0
"steady" 0 0 0 0 0 2 1 1 3 2 0 1 0 0 0 1 2 1 0 1 1 0 0 0 2 3 0 1 0 1 1 0 0 1 2 1 2 0 1 0 0 0 2 4 0 0 0 0 0 0 0 1 0 2 0 0 3 1 2 0 0 1 1 1 0 1 0 1 0 1 0 0 0 4 0 0 1 1 6 5 0 3 0 2 2 0 0 1 0 1 0 0 2 1 2 0 2 0 0 0 1 0 0 0 0 1 1 0 0 1 4 2 2 0 0 0 2 0 3 1 0 3 1 0 2 0 0 0 0 4 1 2 2 0 3 0 0 1 1 4 2 0 2 0 0 0 0 2 0 0 0 0 0 0 0 1 2 0 0 0 2 0 4 1 0 1 0 1 0 1 1 0 0 4 0 0 2 1 1 0 2 0 0 0 2 0
"stealthy" 0 1 0 0 0 0 0 2 2 0 0 3 0 0 0 0 0 0 1 2 3 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 0 4 2 0 0 1 0 0 0 1 1 0 1 2 3 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 4 0 2 1 0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 5 0 1 1 1 0 0 1 1 1 0 0 1 1 0 0 1 3 0 0 0 1 0 1 1 1 2 0 1 0 0 0 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0
"steep" 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 2 2 1 0 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 2 0 0 1 0 0 0 5 2 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 2 0 0 1 0 0 0 0 0 0 1
"stern" 1 0 0 1 1 0 0 0 1 1 0 1 2 1 0 0 0 0 1 2 0 0 0 0 1 2 0 0 0 1 0 0 1 1 0 1 0 1 0 2 0 1 1 2 0 1 1 0 0 0 0 2 0 0 1 1 4 0 0 1 1 0 1 0 0 1 1 0 0 0 1 0 1 0 1 1 1 0 3 1 0 0 0 1 0 0 0 0 0 1 0 0 1 1 1 2 1 1 3 1 0 0 0 1 0 0 0 0 2 0 5 1 1 0 1 1 2 1 2 0 0 2 0 0 0 0 0 0 1 1 0 0 2 0 1 2 0 0 0 3 1 0 2 1 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 2 1 1 1 1 0 1 1 0 0 1 1 0 0
"stiff" 0 1 0 1 0 0 1 2 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 2 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 3 1 1 0 1 0 0 0 2 0 1 2 0 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 2 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"straight" 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 2 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0
"strict" 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
"strong" 0 9 1 0 2 0 2 4 12 7 3 12 2 0 2 4 2 2 2 20 10 1 2 3 7 13 1 3 2 1 5 5 1 4 2 2 1 0 1 0 1 7 6 16 1 3 5 1 6 2 1 6 3 1 2 2 11 2 7 0 5 4 12 1 1 8 2 9 1 6 3 4 2 6 6 0 1 6 17 7 2 6 3 4 4 3 1 2 1 2 7 0 1 3 3 3 12 1 1 4 4 6 1 2 1 3 5 1 2 1 13 7 8 5 2 3 6 0 7 3 9 20 2 6 3 5 1 2 0 6 1 4 5 0 12 2 0 5 2 16 3 2 5 3 6 1 2 7 11 2 3 1 1 1 2 2 0 11 5 1 3 3 21 1 1 2 1 3 1 1 3 2 5 13 4 4 3 5 3 2 6 2 5 6 0 2
"sudden" 0 1 0 1 0 0 1 1 4 1 0 1 0 0 0 1 0 1 1 3 2 2 0 1 3 6 0 0 2 0 4 0 1 1 0 0 0 0 0 0 0 1 0 4 3 1 0 1 0 0 0 2 0 0 0 0 3 0 3 0 2 1 2 0 0 1 1 1 0 1 0 2 0 2 2 0 0 1 3 3 0 2 2 2 1 2 1 0 0 1 2 0 0 0 0 2 3 0 1 0 1 0 1 0 0 1 3 1 1 1 6 2 1 0 0 0 0 0 3 0 3 9 2 1 1 1 0 3 1 3 0 1 1 0 5 0 1 1 0 6 0 0 2 1 0 0 1 3 1 0 0 0 0 2 0 0 11 0 1 0 1 0 5 0 0 0 1 1 0 0 2 1 0 3 1 1 2 2 0 1 2 0 1 2 0 0
"sufficient" 0 1 0 2 1 0 1 1 3 0 0 2 0 1 0 0 0 3 1 1 1 0 0 0 2 4 0 0 2 0 2 0 0 1 3 0 0 0 0 0 0 1 0 2 0 0 0 0 1 0 0 2 0 0 0 0 3 1 2 0 0 0 1 1 0 5 0 1 2 1 0 1 0 2 0 0 0 0 2 5 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 4 0 1 1 2 0 0 0 1 0 2 1 0 0 4 2 2 1 1 0 0 0 1 0 1 7 0 0 0 3 0 1 1 1 0 0 0 0 2 0 1 0 0 3 1 0 1 0 0 1 2 2 0 0 0 0 0 1 0 0 5 1 0 0 0 0 5 0 0 1 0 1 1 0 0 3 1 1 0 0 0 0 0 0 0 0 1 1 0 0
"suggestive" 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 3 1 0 0 0 2 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 1 2 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 1 0 0 2 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 1 1 0 0 2 0 2 0 1 1 0 0 0 0 0 1 0 0 1 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1
"sullen" 0 0 0 0 0 0 0 2 3 1 0 1 0 0 0 1 1 0 0 0 1 0 0 0 1 4 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 3 0 0 0 1 0 0 0 2 0 0 0 0 2 0 2 1 1 1 1 0 0 0 0 1 0 0 0 0 0 4 0 0 0 1 1 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 2 1 1 0 1 1 1 1 1 0 1 2 0 1 0 2 1 0 0 1 0 0 0 0 2 0 2 2 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 3 1 0 0 0 0 4 0 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0 0 1 1 0 2 0 0
"sunny" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 2 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 2 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 1 0 1 0 0 1 2 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
"sure" 2 4 2 1 2 2 3 3 16 8 2 3 4 1 2 5 3 3 1 22 10 3 2 4 3 15 2 2 2 2 5 3 2 9 8 2 3 3 3 2 4 1 10 12 4 4 4 2 2 3 2 4 1 3 2 3 12 4 4 2 2 4 17 3 3 7 2 4 5 9 4 6 2 11 2 1 1 8 12 12 1 6 3 4 3 4 3 2 3 2 5 1 2 4 6 2 9 2 1 5 5 3 2 4 3 3 11 0 1 1 21 7 8 2 3 5 12 2 18 3 8 10 2 1 4 4 2 4 2 6 1 2 9 1 9 5 1 4 2 14 3 3 4 2 2 2 1 8 6 4 1 1 4 1 0 0 21 5 5 1 4 2 0 2 0 7 2 2 3 3 2 2 3 16 3 4 7 2 3 3 4 2 8 6 1 0
"surly" 0 0 0 0 0 0 0 1 0 1 0 0 2 0 1 0 0 0 0 1 2 0 0 0 1 2 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 0 0 0 0 3 0 0 0 0 0 3 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0
"suspicious" 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 2 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"sweet" 0 0 2 0 0 1 2 1 1 3 0 2 0 0 0 1 0 1 1 5 1 0 0 0 3 4 0 0 0 0 3 2 0 1 1 0 1 0 1 1 0 0 3 4 0 1 1 0 0 0 1 0 0 0 2 1 3 0 0 0 0 0 2 0 0 5 2 1 1 2 1 0 1 2 0 1 0 0 2 2 0 1 2 1 1 0 0 0 0 0 0 0 0 0 1 1 2 0 0 1 2 0 0 0 0 1 4 0 2 1 3 2 1 0 1 1 5 0 4 0 1 3 0 0 1 0 0 1 1 2 1 0 0 2 2 2 0 1 0 3 1 1 0 2 0 0 2 2 0 1 2 0 1 0 1 0 2 0 1 0 1 0 7 0 1 0 0 0 1 0 1 0 1 3 1 0 1 1 1 0 1 2 1 1 0 0
"talkative" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 4 1 0 0 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 0 0 2 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0
"tender" 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 2 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 4 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 3 1 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 2 1 1 0 0 0 1 0
