"acceptable" "accessible" "accurate" "active" "affable" "affectionate" "bashful" "benevolent" "bitter" "bold" "brave" "brisk" "busy" "calm" "careful" "careless" "certain" "cheerful" "civil" "clean" "close" "clumsy" "cold" "confident" "confidential" "considerate" "constant" "conventional" "cool" "cordial" "cruel" "curious" "decided" "delicate" "dependent" "determined" "direct" "dissatisfied" "doleful" "domestic" "dreamy" "eager" "earnest" "easy" "emphatic" "expressive" "faithful" "familiar" "fast" "fearful" "ferocious" "fierce" "firm" "fitful" "frank" "free" "fresh" "friendly" "gallant" "gay" "general" "generous" "genteel" "gentle" "gentlemanly" "giddy" "gloomy" "graceful" "gracious" "grateful" "grave" "handsome" "hasty" "haughty" "hearty" "heavy" "honest" "hopeful" "hopeless" "humble" "hurried" "immovable" "impartial" "impatient" "independent" "indifferent" "insolent" "intimate" "irresolute" "jealous" "kind" "laborious" "lively" "lofty" "lonely" "loud" "lucid" "magnanimous" "majestic" "melancholy" "mild" "modest" "musical" "natural" "neat" "negative" "obliging" "observant" "open" "original" "particular" "passionate" "patient" "peaceful" "placid" "pleasant" "polite" "political" "positive" "practical" "precise" "prejudiced" "proud" "prudent" "quick" "quiet" "rapid" "reasonable" "refined" "resentful" "reserved" "responsible" "rigid" "romantic" "rough" "rusty" "sad" "sagacious" "second" "selfish" "sensible" "sensitive" "sentimental" "serious" "severe" "shrewd" "shy" "silent" "simple" "slow" "smooth" "social" "soft" "solemn" "solicitous" "sorrowful" "spirited" "stately" "steady" "steep" "stern" "stiff" "strict" "strong" "submissive" "sudden" "sufficient" "sullen" "sure" "susceptible" "sweet" "tender" "thankful" "thorough" "thoughtful" "tight" "timid" "tough" "treacherous" "true" "ugly" "uncertain" "unhappy" "vague" "vain" "vehement" "violent" "watchful" "weak" "wise" "wishful" "worldly" "womanly" "wry" "wrathful"
"resentful" 2 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 2 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 2 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1
"reserved" 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 2 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 3 1 1 0 1 0 0 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 0 2 0 0 0 0 2 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 2 0 1 0 1 1 0 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
"responsible" 0 1 0 0 1 0 1 0 0 2 0 1 1 0 1 0 2 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 2 0 0 1 0 0 0 0 0 0 1 2 0 0 0 1 1 1 1 2 0 1 0 1 1 1 1 0 1 0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 2 0 1 1 0 0 0 0 0 1 0 0 0 4 0 1 0 0 0 0 1 0 1 0 0 1 1 1 0 1 1 0 0 0 2 1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 1 0 2 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 2 0 1 0 0 0 0 0 0 0 0 2 2 0 1 0 0 0 0 1 1 0 0 0 1 0 1
"rigid" 0 0 0 2 0 0 0 0 1 1 0 0 1 1 0 0 2 0 1 0 0 0 2 0 0 1 0 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 2 0 0 0 0 1 2 0 0 1 0 1 0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 2 0 0 0 0 0 1 1 2 0 0 0 1 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 2 1 0 4 0 4 0 0 1 0 1 1 2 0 0 0 2 0 0 3 1 0 1 0 0 0 0 0 2 1 0 0 0 0 0
"romantic" 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 1 1 0 3 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 2 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
"rough" 0 0 0 0 1 2 0 0 0 0 1 0 1 0 1 0 4 0 0 1 5 0 2 0 1 1 2 0 0 0 1 2 0 1 0 0 0 0 0 0 1 0 0 2 0 1 0 1 0 0 0 1 0 1 0 1 3 1 0 1 4 3 1 0 0 0 2 0 0 1 0 0 0 0 0 5 0 0 1 0 1 1 1 2 0 0 0 1 1 1 1 0 1 0 2 0 0 0 0 0 0 1 1 2 0 0 0 0 3 1 0 0 3 1 0 2 0 1 1 2 0 1 2 0 1 5 0 0 0 0 0 0 0 0 0 2 1 1 2 1 1 0 0 0 0 0 0 5 2 0 3 0 2 0 0 0 1 0 0 2 0 0 0 5 1 4 0 0 3 1 1 0 0 0 1 1 1 0 2 0 2 0 1 0 1 0 2 0 1 0 0 0 0 0 1
"rusty" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 2 0 0 0 1 1 0 0 1 1 0 0 2 2 2 0 0 0 0 0 1 0 1 2 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 5 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 2 3 1 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 2 0 2 1 0 1 0 0 0 0 1 2 1 1 2 0 5 0 0 1 0 4 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 1 1 0 1 2 0 1 0 0 0
"sad" 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 2 0 2 0 0 1 1 0 0 0 0 1 0 3 0 0 0 1 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 1 2 0 1 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 1 2 1 0 0 1 1 1 1 0 0 0 0 0 2 0 2 5 0 0 1 2 0 1 0 1 1 0 0 0 2 0 1 0 0 1 0 0 1 3 0 0 0 0 1 1 0 3 1 0 0 1 0 0 0 2 0 0 0 0 3 1 0 0 1 0 0 0 1 0 0 2 2 0 1 0 1 0 0 0 2 0 0 0 1 0 1
"sagacious" 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 3 0 0 0 0 0 0 0 0 0 3 2 0 0 0 0 0 2 0 0 2 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 2 3 1 0 0 1 0 0 0 0 0 0 1 1 2 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0 1 2 0 0 0 1 1 3 0 1 0 0 1 2 2 0 1 1 0 0 0 1 5 0 1 0 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 1 0 1 3 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 4 0 2 0 1 0 0 1 0 0 2 0 0 0 0 0
"second" 2 2 1 3 1 1 0 1 2 1 1 1 7 2 4 2 13 2 0 4 9 0 6 0 0 0 5 0 3 0 2 4 0 12 1 1 2 2 1 3 1 1 2 11 0 2 5 6 0 3 0 0 3 0 3 4 4 2 2 1 9 2 2 2 3 1 2 1 4 4 1 9 0 1 0 4 3 4 1 3 1 2 0 2 1 1 1 1 1 2 5 0 1 2 1 1 0 0 1 0 1 1 1 9 3 2 2 1 7 3 9 0 5 1 1 1 1 3 1 1 1 1 5 2 2 6 1 1 1 1 1 1 1 0 2 1 2 1 0 1 3 1 1 1 3 0 1 6 1 0 1 3 5 0 0 0 2 0 0 2 1 1 0 13 1 2 0 1 9 0 2 3 3 0 0 1 3 0 0 7 4 2 3 0 1 2 1 0 5 3 1 0 1 1 0
"selfish" 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 2 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 2 0 0 1 2 0 1 0 1 0 0 1 1 0 2 0 0 1 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 3 1 1 1 2 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0
"sensible" 1 2 1 2 3 1 0 0 1 0 0 0 0 1 2 0 7 1 0 0 2 0 3 1 1 0 1 0 4 2 3 2 2 0 0 0 2 0 1 1 0 0 0 4 0 4 2 0 0 0 1 1 2 0 0 4 0 2 1 0 6 5 2 3 0 0 4 0 5 0 1 6 0 1 1 5 2 0 0 2 0 2 0 2 0 1 0 0 0 1 7 1 0 1 2 1 0 0 1 0 0 0 0 2 0 0 0 2 5 1 6 1 0 0 0 4 1 1 0 1 1 0 3 0 3 5 0 1 2 0 1 1 1 0 1 0 1 1 3 0 0 2 1 0 1 1 0 4 2 0 1 2 1 0 2 1 0 0 1 0 1 1 0 6 1 2 3 0 6 0 0 4 0 0 0 2 0 2 1 6 0 0 1 2 0 0 4 0 4 3 0 0 2 1 0
"sensitive" 0 0 1 0 1 0 0 0 0 1 2 0 0 0 0 0 3 0 0 1 0 0 2 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 3 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 1 1 1 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 2 2 1 0 0 1 0 0 0 1 0 1 0 0 0 0
"sentimental" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 1 0 0 0 0 0 1 1 2 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 1 2 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"serious" 1 1 0 0 0 3 0 0 0 0 1 0 2 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 2 0 0 2 0 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 1 0 0 0 2 0 2 0 0 2 1 0 1 2 0 1 1 0 1 2 1 2 1 0 1 0 1 0 1 0 0 0 0 0 1 1 0 0 1 2 1 1 1 0 0 0 2 0 0 0 0 0 3 0 0 0 0 3 0 0 2 0 0 0 0 0 0 1 1 1 0 2 0 2 1 0 3 0 0 0 2 0 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 7 0 1 1 1 0 1 0 0 0 0 5 2 0 5 2 1 0 0 0 0 1 0 1 1 0 0
"severe" 0 1 1 0 1 0 1 1 1 1 0 0 0 0 1 0 2 1 0 0 0 0 4 0 1 0 1 0 1 0 0 1 0 2 0 0 1 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 1 1 2 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 1 0 2 0 0 0 0 2 0 0 0 0 0 0 2 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0 2 1 0 0 0 0 0 3 0 1 0 0 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 2 1 0 2 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 3 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1
"shrewd" 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 2 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 2 1 0 0 0 2 0 1 0 1 0 0 2 0 0 0 0 1 0 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0
"shy" 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 3 0 0 0 1 0 2 0 0 0 0 0 1 0 1 0 0 2 0 0 0 0 0 1 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 2 0 0 1 1 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0 2 1 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 2 1 0 0 2 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0
"silent" 1 1 2 0 0 0 0 1 0 0 0 0 2 2 3 0 3 1 0 2 4 0 3 0 0 1 3 0 2 0 5 1 1 2 1 2 0 1 0 0 0 1 0 6 1 4 3 3 0 3 1 0 0 0 3 4 5 4 0 1 6 1 1 2 1 0 3 2 2 0 3 4 0 2 0 10 6 3 3 0 1 1 1 1 0 2 0 2 0 4 2 0 0 0 0 3 1 0 0 0 1 1 2 2 1 0 0 0 3 2 4 0 3 0 3 4 0 1 2 2 0 0 2 1 1 7 0 0 2 1 1 0 0 0 5 2 3 1 6 2 4 1 0 0 1 0 0 0 2 3 3 0 5 0 0 2 0 0 0 1 1 0 1 10 1 6 0 0 8 3 1 1 0 0 0 1 1 1 1 2 2 1 3 1 1 0 4 0 1 1 0 1 1 0 0
"simple" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 5 2 0 0 1 0 1 1 0 0 2 2 2 1 1 1 0 0 1 0 1 1 1 0 0 0 1 2 0 0 1 0 1 0 0 0 0 0 0 5 1 0 0 1 3 2 3 2 0 0 0 1 0 0 1 1 1 0 1 3 0 0 0 1 2 0 0 0 2 1 0 0 0 1 1 1 1 1 0 1 0 0 0 0 0 2 1 5 1 0 1 0 2 0 5 0 3 0 0 3 1 1 0 0 1 0 2 0 2 3 0 1 0 0 0 0 0 0 2 0 0 3 1 1 2 1 1 0 0 1 0 2 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 3 1 2 0 1 1 1 0 1 0 1 0 0 2 0 2 2 0 1 3 1 0 0 1 0 2 1 1 0 0 1 0
"slow" 0 0 0 1 1 3 1 1 1 0 0 1 1 1 2 0 6 0 0 1 3 2 3 0 1 1 1 1 0 0 1 1 0 3 0 0 0 0 2 0 0 1 2 4 0 0 3 3 2 0 0 0 1 1 0 3 3 4 0 1 6 1 1 4 0 0 4 3 2 1 2 4 1 0 0 3 1 2 1 0 0 0 0 1 0 0 1 0 0 2 2 2 4 0 1 2 3 1 0 1 0 0 1 9 0 2 0 0 7 3 5 0 0 0 1 2 2 0 2 0 2 1 2 0 6 3 1 0 0 1 0 1 0 0 0 2 0 1 0 0 0 0 0 1 1 0 0 3 1 0 3 0 1 0 1 0 0 0 0 0 0 1 2 5 2 0 3 1 6 0 4 1 1 0 2 2 0 0 0 6 2 0 1 1 1 0 1 0 7 3 0 0 0 0 1
"smooth" 0 0 1 1 0 1 0 2 0 0 1 0 0 1 0 0 1 0 0 1 2 0 0 0 2 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 2 0 1 0 0 0 0 0 1 0 1 0 3 0 0 2 0 0 1 0 0 1 0 0 0 1 1 0 0 0 2 2 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 2 0 4 0 0 0 1 2 1 0 0 0 1 0 2 0 2 4 0 0 0 0 0 0 0 0 3 1 0 0 1 0 1 0 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 1 0 0 2 0 2 0 2 0 0 2 0 0 1 0 0 1 0 1 2 1 1 1 0 2 0 0 0 0 0
"social" 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 6 0 0 0 1 1 1 0 1 1 0 0 1 0 1 4 1 1 0 1 0 1 0 1 0 1 0 1 0 1 3 2 0 0 0 0 0 0 0 3 0 3 0 2 6 0 2 2 0 0 0 0 0 0 0 3 0 0 0 1 1 0 0 2 1 0 0 0 0 0 0 1 0 0 3 1 1 1 2 0 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 1 0 0 2 2 2 0 1 0 0 2 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 3 1 2 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 2 0 4 0 3 1 1 5 0 0 0 1 0 0 0 1 0 0 2 2 0 0 1 0 0 0 0 1 0 0 0 1 0 0
"soft" 1 1 2 0 1 0 0 0 0 0 1 0 3 0 0 0 5 1 0 2 3 0 3 0 0 1 1 0 2 0 0 4 0 1 0 1 1 0 0 0 0 2 0 2 0 0 0 3 0 1 1 0 0 0 2 4 2 0 1 0 3 0 0 0 0 3 3 0 0 1 1 3 0 1 0 2 0 1 0 0 2 0 0 1 0 0 0 1 1 3 3 0 2 0 0 1 0 0 0 1 2 1 0 3 2 0 0 0 4 0 3 0 0 1 0 1 0 0 0 0 0 1 3 0 3 5 1 1 0 1 1 0 0 0 2 1 1 0 5 0 1 2 0 0 1 0 1 5 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 4 1 0 1 0 7 0 1 1 0 0 1 0 2 0 0 2 2 3 0 0 3 0 1 1 2 1 0 0 0 0 0
"solemn" 0 1 0 1 2 0 0 1 0 0 0 0 0 1 0 1 3 2 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 0 3 1 0 0 0 0 0 0 0 1 1 1 0 0 0 2 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 1 1 1 0 0 1 1 1 0 2 0 2 0 0 1 0 0 3 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 2 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"solicitous" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 3 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1
"sorrowful" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 1 1 2 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 0 0 1 0 1 4 0 0 1 0 0 0 1 0 0 0 3 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0 3 0 0 0 0 0 1 1 0 0 1 0 0
"spirited" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2 0 0 1 1 0 1 0 2 0 0 0 0 0 3 0 0 1 0 0 0 0 2 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 3 0 0 1 1 1 1 0 0 1 1 1 0 1 0 0 2 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 3 0 0 4 0 1 0 0 0 0 0 0 1 0 1 0 2 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 1 0 1 0 5 0 2 0 0 0 0 0 0 0 0 4 0 1 1 2 1 2 1 1 1 0 0 0 0 0 0
"stately" 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
"steady" 1 0 0 0 0 0 0 0 0 2 1 1 0 0 1 0 5 0 0 1 1 0 1 1 2 0 0 1 0 1 1 1 1 0 0 0 2 0 0 0 0 0 1 3 0 1 1 0 1 0 0 1 0 0 0 5 3 3 1 0 2 1 0 1 1 0 3 1 0 1 0 1 0 0 2 3 1 0 0 0 1 1 1 0 0 0 1 0 1 0 2 0 1 0 0 2 0 0 0 0 0 2 0 3 2 0 0 0 5 1 2 0 1 1 0 1 0 0 0 1 1 1 3 0 1 4 0 1 0 0 0 0 1 0 0 2 0 2 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 3 1 0 5 2 0 0 0 5 0 1 0 0 1 0 0 1 1 0 4 1 1 0 2 0 0 1 0 0 2 0 1 0 1 0
"steep" 0 0 0 1 0 0 0 0 0 0 0 1 2 0 1 0 1 0 0 2 3 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 3 0 1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 0 2 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 3 1 0 1 1 0 0 0 0 0 0 2 0 0 2 0 1 2 0 0 0 0 0 0 0 0 2 1 1 0 2 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 2 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1
"stern" 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 2 0 0 0 1 0 3 0 3 0 0 0 1 0 1 0 0 1 0 2 2 0 0 1 1 0 0 0 0 1 1 1 0 0 2 0 1 0 0 1 0 2 0 1 2 1 0 2 0 0 5 1 1 1 0 1 0 0 0 4 0 1 1 0 1 1 0 0 0 0 0 0 1 0 3 0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 0 1 4 0 3 0 0 0 0 1 1 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 2 0 0 1 0 0 1 1 1 0 0 1 2 0 0 1 0 0 0 1 0 0 0 0 0 0 3 0 0 1 1 5 1 3 0 0 5 0 1 1 3 0 1 0 1 1 0 4 1 1 1 0 0 0 0 0 2 0 0 0 0 1 1
"stiff" 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 1 2 0 0 0 0 0 1 0 0 2 0 0 0 0 1 1 0 0 0 0 1 3 0 1 0 1 1 0 1 1 0 0 0 1 1 0 0 0 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 1 0 2 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 2 0 0 1 0 1 0 0 1 1 0 0 0 1 1 0 2 0 0 1 0 0 0 1 0 1 0 0 3 0 1 2 1 2 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 2 0 0 1 0 0 0
