"henry_dashwood::cheerfulness";"henry_dashwood::constant"
"lady_middleton::considerable";"lady_middleton::knowledge"
"lady_middleton::considerable";"marianne::considerable"
"lady_middleton::considerable";"marianne::intimately"
"lady_middleton::considerable";"marianne::knowledge"
"lady_middleton::intimately";"lady_middleton::knowledge"
"lady_middleton::intimately";"marianne::considerable"
"lady_middleton::intimately";"marianne::intimately"
"lady_middleton::intimately";"marianne::knowledge"
"lady_middleton::knowledge";"marianne::considerable"
"lady_middleton::knowledge";"marianne::intimately"
"lady_middleton::knowledge";"marianne::knowledge"
"marianne::considerable";"marianne::intimately"
"marianne::considerable";"marianne::knowledge"
"marianne::intimately";"marianne::knowledge"
"marianne::exactly";"marianne::principles"
"elinor::kind";"willoughby::kind"
"elinor::affection";"elinor::complexion"
"elinor::affection";"elinor::melancholy"
"elinor::affection";"eliza_brandon::affection"
"elinor::affection";"eliza_brandon::complexion"
"elinor::affection";"eliza_brandon::melancholy"
"elinor::affection";"eliza_brandon::warm"
"elinor::affection";"marianne::complexion"
"elinor::affection";"marianne::melancholy"
"elinor::complexion";"elinor::melancholy"
"elinor::complexion";"elinor::warm"
"elinor::complexion";"eliza_brandon::affection"
"elinor::complexion";"eliza_brandon::complexion"
"elinor::complexion";"eliza_brandon::melancholy"
"elinor::complexion";"eliza_brandon::warm"
"elinor::complexion";"marianne::affection"
"elinor::complexion";"marianne::complexion"
"elinor::complexion";"marianne::melancholy"
"elinor::complexion";"marianne::warm"
"elinor::melancholy";"elinor::warm"
"elinor::melancholy";"eliza_brandon::affection"
"elinor::melancholy";"eliza_brandon::complexion"
"elinor::melancholy";"eliza_brandon::melancholy"
"elinor::melancholy";"eliza_brandon::warm"
"elinor::melancholy";"marianne::affection"
"elinor::melancholy";"marianne::complexion"
"elinor::melancholy";"marianne::warm"
"elinor::warm";"eliza_brandon::affection"
"elinor::warm";"eliza_brandon::complexion"
"elinor::warm";"eliza_brandon::melancholy"
"elinor::warm";"eliza_brandon::warm"
"elinor::warm";"marianne::complexion"
"elinor::warm";"marianne::melancholy"
"eliza_brandon::affection";"eliza_brandon::complexion"
"eliza_brandon::affection";"eliza_brandon::melancholy"
"eliza_brandon::affection";"eliza_brandon::warm"
"eliza_brandon::affection";"marianne::affection"
"eliza_brandon::affection";"marianne::complexion"
"eliza_brandon::affection";"marianne::melancholy"
"eliza_brandon::affection";"marianne::warm"
"eliza_brandon::complexion";"eliza_brandon::melancholy"
"eliza_brandon::complexion";"eliza_brandon::warm"
"eliza_brandon::complexion";"marianne::affection"
"eliza_brandon::complexion";"marianne::complexion"
"eliza_brandon::complexion";"marianne::melancholy"
"eliza_brandon::complexion";"marianne::warm"
"eliza_brandon::melancholy";"eliza_brandon::warm"
"eliza_brandon::melancholy";"marianne::affection"
"eliza_brandon::melancholy";"marianne::complexion"
"eliza_brandon::melancholy";"marianne::melancholy"
"eliza_brandon::melancholy";"marianne::warm"
"eliza_brandon::warm";"marianne::affection"
"eliza_brandon::warm";"marianne::complexion"
"eliza_brandon::warm";"marianne::melancholy"
"eliza_brandon::warm";"marianne::warm"
"marianne::affection";"marianne::complexion"
"marianne::affection";"marianne::melancholy"
"marianne::complexion";"marianne::melancholy"
"marianne::complexion";"marianne::warm"
"marianne::melancholy";"marianne::warm"
"dashwood::simple";"marianne::simple"
"brandon::anxious";"brandon::carefully"
"brandon::anxious";"brandon::cordiality"
"brandon::anxious";"brandon::earnestly"
"brandon::anxious";"brandon::kind"
"brandon::anxious";"brandon::particular"
"brandon::anxious";"jennings::carefully"
"brandon::anxious";"jennings::cordiality"
"brandon::anxious";"jennings::earnestly"
"brandon::anxious";"jennings::kind"
"brandon::anxious";"jennings::particular"
"brandon::anxious";"marianne::carefully"
"brandon::anxious";"marianne::cordiality"
"brandon::anxious";"marianne::earnestly"
"brandon::anxious";"marianne::kind"
"brandon::anxious";"marianne::particular"
"brandon::carefully";"brandon::cordiality"
"brandon::carefully";"brandon::earnestly"
"brandon::carefully";"brandon::kind"
"brandon::carefully";"brandon::particular"
"brandon::carefully";"jennings::anxious"
"brandon::carefully";"jennings::carefully"
"brandon::carefully";"jennings::cordiality"
"brandon::carefully";"jennings::earnestly"
"brandon::carefully";"jennings::kind"
"brandon::carefully";"jennings::particular"
"brandon::carefully";"marianne::anxious"
"brandon::carefully";"marianne::carefully"
"brandon::carefully";"marianne::cordiality"
"brandon::carefully";"marianne::earnestly"
"brandon::carefully";"marianne::kind"
"brandon::carefully";"marianne::particular"
"brandon::cordiality";"brandon::earnestly"
"brandon::cordiality";"brandon::kind"
"brandon::cordiality";"brandon::particular"
"brandon::cordiality";"jennings::anxious"
"brandon::cordiality";"jennings::carefully"
"brandon::cordiality";"jennings::cordiality"
"brandon::cordiality";"jennings::earnestly"
"brandon::cordiality";"jennings::kind"
"brandon::cordiality";"jennings::particular"
"brandon::cordiality";"marianne::anxious"
"brandon::cordiality";"marianne::carefully"
"brandon::cordiality";"marianne::cordiality"
"brandon::cordiality";"marianne::earnestly"
"brandon::cordiality";"marianne::kind"
"brandon::cordiality";"marianne::particular"
"brandon::earnestly";"brandon::kind"
"brandon::earnestly";"brandon::particular"
"brandon::earnestly";"jennings::anxious"
"brandon::earnestly";"jennings::carefully"
"brandon::earnestly";"jennings::cordiality"
"brandon::earnestly";"jennings::earnestly"
"brandon::earnestly";"jennings::kind"
"brandon::earnestly";"jennings::particular"
"brandon::earnestly";"marianne::anxious"
"brandon::earnestly";"marianne::carefully"
"brandon::earnestly";"marianne::cordiality"
"brandon::earnestly";"marianne::earnestly"
"brandon::earnestly";"marianne::kind"
"brandon::earnestly";"marianne::particular"
"brandon::kind";"brandon::particular"
"brandon::kind";"jennings::anxious"
"brandon::kind";"jennings::carefully"
"brandon::kind";"jennings::cordiality"
"brandon::kind";"jennings::earnestly"
"brandon::kind";"jennings::particular"
"brandon::kind";"marianne::anxious"
"brandon::kind";"marianne::carefully"
"brandon::kind";"marianne::cordiality"
"brandon::kind";"marianne::earnestly"
"brandon::kind";"marianne::particular"
"brandon::particular";"jennings::anxious"
"brandon::particular";"jennings::carefully"
"brandon::particular";"jennings::cordiality"
"brandon::particular";"jennings::earnestly"
"brandon::particular";"jennings::kind"
"brandon::particular";"jennings::particular"
"brandon::particular";"marianne::anxious"
"brandon::particular";"marianne::carefully"
"brandon::particular";"marianne::cordiality"
"brandon::particular";"marianne::earnestly"
"brandon::particular";"marianne::kind"
"brandon::particular";"marianne::particular"
"jennings::anxious";"jennings::carefully"
"jennings::anxious";"jennings::cordiality"
"jennings::anxious";"jennings::earnestly"
"jennings::anxious";"jennings::kind"
"jennings::anxious";"jennings::particular"
"jennings::anxious";"marianne::anxious"
"jennings::anxious";"marianne::carefully"
"jennings::anxious";"marianne::cordiality"
"jennings::anxious";"marianne::earnestly"
"jennings::anxious";"marianne::kind"
"jennings::anxious";"marianne::particular"
"jennings::carefully";"jennings::cordiality"
"jennings::carefully";"jennings::earnestly"
"jennings::carefully";"jennings::kind"
"jennings::carefully";"jennings::particular"
"jennings::carefully";"marianne::anxious"
"jennings::carefully";"marianne::carefully"
"jennings::carefully";"marianne::cordiality"
"jennings::carefully";"marianne::earnestly"
"jennings::carefully";"marianne::kind"
"jennings::carefully";"marianne::particular"
"jennings::cordiality";"jennings::earnestly"
"jennings::cordiality";"jennings::kind"
"jennings::cordiality";"jennings::particular"
"jennings::cordiality";"marianne::anxious"
"jennings::cordiality";"marianne::carefully"
"jennings::cordiality";"marianne::cordiality"
"jennings::cordiality";"marianne::earnestly"
"jennings::cordiality";"marianne::kind"
"jennings::cordiality";"marianne::particular"
"jennings::earnestly";"jennings::kind"
"jennings::earnestly";"jennings::particular"
"jennings::earnestly";"marianne::anxious"
"jennings::earnestly";"marianne::carefully"
"jennings::earnestly";"marianne::cordiality"
"jennings::earnestly";"marianne::earnestly"
"jennings::earnestly";"marianne::kind"
"jennings::earnestly";"marianne::particular"
"jennings::kind";"jennings::particular"
"jennings::kind";"marianne::anxious"
"jennings::kind";"marianne::carefully"
"jennings::kind";"marianne::cordiality"
"jennings::kind";"marianne::earnestly"
"jennings::kind";"marianne::kind"
"jennings::kind";"marianne::particular"
"jennings::particular";"marianne::anxious"
"jennings::particular";"marianne::carefully"
"jennings::particular";"marianne::cordiality"
"jennings::particular";"marianne::earnestly"
"jennings::particular";"marianne::kind"
"marianne::anxious";"marianne::carefully"
"marianne::anxious";"marianne::cordiality"
"marianne::anxious";"marianne::earnestly"
"marianne::anxious";"marianne::kind"
"marianne::anxious";"marianne::particular"
"marianne::carefully";"marianne::cordiality"
"marianne::carefully";"marianne::earnestly"
"marianne::carefully";"marianne::kind"
"marianne::carefully";"marianne::particular"
"marianne::cordiality";"marianne::earnestly"
"marianne::cordiality";"marianne::kind"
"marianne::cordiality";"marianne::particular"
"marianne::earnestly";"marianne::kind"
"marianne::earnestly";"marianne::particular"
"marianne::kind";"marianne::particular"
"barton::approached";"barton::earnestly"
"barton::approached";"barton::silent"
"barton::approached";"barton::thoughtful"
"barton::earnestly";"barton::silent"
"barton::earnestly";"barton::thoughtful"
"barton::silent";"barton::thoughtful"
"margaret::anticipating";"margaret::cheerful"
"margaret::anticipating";"margaret::contrary"
"margaret::anticipating";"margaret::pleasure"
"margaret::cheerful";"margaret::contrary"
"margaret::cheerful";"margaret::pleasure"
"margaret::contrary";"margaret::pleasure"
"marianne::communicate";"willoughby::communicate"
"elinor::confidence";"elinor::genial"
"elinor::confidence";"marianne::genial"
"elinor::genial";"marianne::confidence"
"elinor::genial";"marianne::genial"
"marianne::confidence";"marianne::genial"
"anne_steele::hardened";"anne_steele::insolent"
"anne_steele::hardened";"john::hardened"
"anne_steele::hardened";"john::insolent"
"anne_steele::hardened";"lady_middleton::hardened"
"anne_steele::hardened";"lady_middleton::insolent"
"anne_steele::hardened";"lucy_steele::hardened"
"anne_steele::hardened";"lucy_steele::insolent"
"anne_steele::hardened";"palmer::hardened"
"anne_steele::hardened";"palmer::insolent"
"anne_steele::insolent";"john::hardened"
"anne_steele::insolent";"john::insolent"
"anne_steele::insolent";"lady_middleton::hardened"
"anne_steele::insolent";"lady_middleton::insolent"
"anne_steele::insolent";"lucy_steele::hardened"
"anne_steele::insolent";"lucy_steele::insolent"
"anne_steele::insolent";"palmer::hardened"
"anne_steele::insolent";"palmer::insolent"
"john::hardened";"john::insolent"
"john::hardened";"lady_middleton::hardened"
"john::hardened";"lady_middleton::insolent"
"john::hardened";"lucy_steele::hardened"
"john::hardened";"lucy_steele::insolent"
"john::hardened";"palmer::hardened"
"john::hardened";"palmer::insolent"
"john::insolent";"lady_middleton::hardened"
"john::insolent";"lady_middleton::insolent"
"john::insolent";"lucy_steele::hardened"
"john::insolent";"lucy_steele::insolent"
"john::insolent";"palmer::hardened"
"john::insolent";"palmer::insolent"
"lady_middleton::hardened";"lady_middleton::insolent"
"lady_middleton::hardened";"lucy_steele::hardened"
"lady_middleton::hardened";"lucy_steele::insolent"
"lady_middleton::hardened";"palmer::hardened"
"lady_middleton::hardened";"palmer::insolent"
"lady_middleton::insolent";"lucy_steele::hardened"
"lady_middleton::insolent";"lucy_steele::insolent"
"lady_middleton::insolent";"palmer::hardened"
"lady_middleton::insolent";"palmer::insolent"
"lucy_steele::hardened";"lucy_steele::insolent"
"lucy_steele::hardened";"palmer::hardened"
"lucy_steele::hardened";"palmer::insolent"
"lucy_steele::insolent";"palmer::hardened"
"lucy_steele::insolent";"palmer::insolent"
"palmer::hardened";"palmer::insolent"
"willoughby::anxious";"willoughby::honestly"
"willoughby::anxious";"willoughby::justice"
"willoughby::honestly";"willoughby::justice"
"elinor::#-question";"elinor::carefully"
"elinor::#-question";"elinor::conversation"
"elinor::#-question";"elinor::particular"
"elinor::#-question";"willoughby::#-question"
"elinor::#-question";"willoughby::carefully"
"elinor::#-question";"willoughby::conversation"
"elinor::#-question";"willoughby::particular"
"elinor::carefully";"elinor::conversation"
"elinor::carefully";"elinor::particular"
"elinor::carefully";"willoughby::#-question"
"elinor::carefully";"willoughby::carefully"
"elinor::carefully";"willoughby::conversation"
"elinor::carefully";"willoughby::particular"
"elinor::conversation";"elinor::particular"
"elinor::conversation";"willoughby::#-question"
"elinor::conversation";"willoughby::carefully"
"elinor::conversation";"willoughby::conversation"
"elinor::conversation";"willoughby::particular"
"elinor::particular";"willoughby::#-question"
"elinor::particular";"willoughby::carefully"
"elinor::particular";"willoughby::conversation"
"willoughby::#-question";"willoughby::carefully"
"willoughby::#-question";"willoughby::conversation"
"willoughby::#-question";"willoughby::particular"
"willoughby::carefully";"willoughby::conversation"
"willoughby::carefully";"willoughby::particular"
"willoughby::conversation";"willoughby::particular"
"marianne::articulate";"marianne::just"
"marianne::articulate";"marianne::slowly"
"marianne::just";"marianne::slowly"
"elinor::anxiously";"elinor::reasonable"
"elinor::anxiously";"marianne::anxiously"
"elinor::anxiously";"marianne::reasonable"
"elinor::reasonable";"marianne::anxiously"
"elinor::reasonable";"marianne::reasonable"
"marianne::anxiously";"marianne::reasonable"
"elinor::#-confidence";"marianne::#-confidence"
"barton::particular";"barton::principle\""
"elinor::cheerful";"marianne::cheerful"
"barton::quietly";"barton::vigorous"
"barton::quietly";"margaret::quietly"
"barton::quietly";"margaret::vigorous"
"barton::vigorous";"margaret::quietly"
"barton::vigorous";"margaret::vigorous"
"margaret::quietly";"margaret::vigorous"
"edward::impatient";"elinor::impatient"
"edward::certain";"elinor::certain"
"edward::intelligence";"john_dashwood::intelligence"
"edward::intelligence";"marianne::intelligence"
"john_dashwood::intelligence";"marianne::intelligence"
"ferrars::business";"ferrars::communication--"
"dashwood::direction";"dashwood::intuitively"
"dashwood::direction";"elinor::direction"
"dashwood::direction";"elinor::intuitively"
"dashwood::direction";"marianne::direction"
"dashwood::direction";"marianne::intuitively"
"dashwood::intuitively";"elinor::direction"
"dashwood::intuitively";"elinor::intuitively"
"dashwood::intuitively";"marianne::direction"
"dashwood::intuitively";"marianne::intuitively"
"elinor::direction";"elinor::intuitively"
"elinor::direction";"marianne::intuitively"
"elinor::intuitively";"marianne::direction"
"elinor::intuitively";"marianne::intuitively"
"marianne::direction";"marianne::intuitively"
"dashwood::information";"elinor::information"
"ferrars::directly";"ferrars::forwards"
"ferrars::directly";"marianne::directly"
"ferrars::directly";"marianne::forwards"
"ferrars::directly";"steele::directly"
"ferrars::directly";"steele::forwards"
"ferrars::directly";"thomas::directly"
"ferrars::directly";"thomas::forwards"
"ferrars::forwards";"marianne::directly"
"ferrars::forwards";"marianne::forwards"
"ferrars::forwards";"steele::directly"
"ferrars::forwards";"steele::forwards"
"ferrars::forwards";"thomas::directly"
"ferrars::forwards";"thomas::forwards"
"marianne::directly";"marianne::forwards"
"marianne::directly";"steele::directly"
"marianne::directly";"steele::forwards"
"marianne::directly";"thomas::directly"
"marianne::directly";"thomas::forwards"
"marianne::forwards";"steele::directly"
"marianne::forwards";"steele::forwards"
"marianne::forwards";"thomas::directly"
"marianne::forwards";"thomas::forwards"
"steele::directly";"steele::forwards"
"steele::directly";"thomas::directly"
"steele::directly";"thomas::forwards"
"steele::forwards";"thomas::directly"
"steele::forwards";"thomas::forwards"
"thomas::directly";"thomas::forwards"
"ferrars::affable";"ferrars::civil"
"ferrars::affable";"marianne::affable"
"ferrars::affable";"marianne::civil"
"ferrars::affable";"steele::affable"
"ferrars::affable";"steele::civil"
"ferrars::affable";"thomas::affable"
"ferrars::affable";"thomas::civil"
"ferrars::civil";"marianne::affable"
"ferrars::civil";"marianne::civil"
"ferrars::civil";"steele::affable"
"ferrars::civil";"steele::civil"
"ferrars::civil";"thomas::affable"
"ferrars::civil";"thomas::civil"
"marianne::affable";"marianne::civil"
"marianne::affable";"steele::affable"
"marianne::affable";"steele::civil"
"marianne::affable";"thomas::affable"
"marianne::affable";"thomas::civil"
"marianne::civil";"steele::affable"
"marianne::civil";"steele::civil"
"marianne::civil";"thomas::affable"
"marianne::civil";"thomas::civil"
"steele::affable";"steele::civil"
"steele::affable";"thomas::affable"
"steele::affable";"thomas::civil"
"steele::civil";"thomas::affable"
"steele::civil";"thomas::civil"
"thomas::affable";"thomas::civil"
"dashwood::forward";"elinor::forward"
"edward::confident";"lucy::confident"
"dashwood::#-question";"thomas::#-question"
"dashwood::careless";"elinor::careless"
"dashwood::careless";"margaret::careless"
"elinor::careless";"margaret::careless"
"dashwood::thoughtfulness";"elinor::thoughtfulness"
"elinor::certainly";"elinor::persuasion"
"elinor::certainly";"elinor::tenderness"
"elinor::certainly";"elinor::unkind"
"elinor::certainly";"marianne::certainly"
"elinor::certainly";"marianne::persuasion"
"elinor::certainly";"marianne::tenderness"
"elinor::certainly";"marianne::unkind"
"elinor::persuasion";"elinor::tenderness"
"elinor::persuasion";"elinor::unkind"
"elinor::persuasion";"marianne::certainly"
"elinor::persuasion";"marianne::persuasion"
"elinor::persuasion";"marianne::tenderness"
"elinor::persuasion";"marianne::unkind"
"elinor::tenderness";"elinor::unkind"
"elinor::tenderness";"marianne::certainly"
"elinor::tenderness";"marianne::persuasion"
"elinor::tenderness";"marianne::tenderness"
"elinor::tenderness";"marianne::unkind"
"elinor::unkind";"marianne::certainly"
"elinor::unkind";"marianne::persuasion"
"elinor::unkind";"marianne::tenderness"
"elinor::unkind";"marianne::unkind"
"marianne::certainly";"marianne::persuasion"
"marianne::certainly";"marianne::tenderness"
"marianne::certainly";"marianne::unkind"
"marianne::persuasion";"marianne::tenderness"
"marianne::persuasion";"marianne::unkind"
"marianne::tenderness";"marianne::unkind"
"elinor::certain";"elinor::consider"
"elinor::certain";"elinor::unpleasant"
"elinor::consider";"elinor::unpleasant"
"edward::opportunity";"lucy::opportunity"
"edward::intelligence";"lucy::intelligence"
"edward::possession";"lucy::possession"
"marianne::#-coolness";"marianne::understand"
"dashwood::complacency";"dashwood::warmth"
"dashwood::affirmative";"ferrars::affirmative"
"elinor::impatient";"marianne::impatient"
"elinor::impatient";"robert_ferrars::impatient"
"marianne::impatient";"robert_ferrars::impatient"
"dashwood::affectionate";"dashwood::penetrate"
"dashwood::affectionate";"edward::affectionate"
"dashwood::affectionate";"edward::penetrate"
"dashwood::penetrate";"edward::affectionate"
"dashwood::penetrate";"edward::penetrate"
"edward::affectionate";"edward::penetrate"
"elinor::foolish";"lucy::foolish"
"longstaple::active";"pratt::active"
"lucy::#-companion";"lucy::amiable"
"lucy::#-companion";"lucy::obliging"
"lucy::amiable";"lucy::obliging"
"dashwood::conversation";"dashwood::unrestrained"
"dashwood::conversation";"edward::unrestrained"
"dashwood::conversation";"elinor::conversation"
"dashwood::conversation";"elinor::unrestrained"
"dashwood::unrestrained";"edward::conversation"
"dashwood::unrestrained";"edward::unrestrained"
"dashwood::unrestrained";"elinor::conversation"
"dashwood::unrestrained";"elinor::unrestrained"
"edward::conversation";"edward::unrestrained"
"edward::conversation";"elinor::unrestrained"
"edward::unrestrained";"elinor::conversation"
"edward::unrestrained";"elinor::unrestrained"
"elinor::conversation";"elinor::unrestrained"
"marianne::kind";"marianne::sincere"
"edward::justifying";"lucy::justifying"
"edward::rational";"elinor::rational"
"elinor::knowledge";"elinor::particular"
"elinor::knowledge";"elinor::reasonable"
"elinor::knowledge";"lucy::knowledge"
"elinor::knowledge";"lucy::particular"
"elinor::knowledge";"lucy::reasonable"
"elinor::particular";"elinor::reasonable"
"elinor::particular";"lucy::knowledge"
"elinor::particular";"lucy::reasonable"
"elinor::reasonable";"lucy::knowledge"
"elinor::reasonable";"lucy::particular"
"elinor::reasonable";"lucy::reasonable"
"lucy::knowledge";"lucy::particular"
"lucy::knowledge";"lucy::reasonable"
"lucy::particular";"lucy::reasonable"
"lucy::principle";"robert::principle"
"barton::intimate";"lucy::intimate"
"brandon::business";"dashwood::business"
"brandon::imagination";"dashwood::imagination"
"edward::capable";"edward::certainly"
"edward::capable";"edward::enlightened"
"edward::capable";"edward::thoroughly"
"edward::capable";"elinor::certainly"
"edward::capable";"elinor::enlightened"
"edward::capable";"elinor::thoroughly"
"edward::capable";"lucy::capable"
"edward::capable";"lucy::certainly"
"edward::capable";"lucy::enlightened"
"edward::capable";"lucy::thoroughly"
"edward::capable";"thomas::capable"
"edward::capable";"thomas::certainly"
"edward::capable";"thomas::enlightened"
"edward::capable";"thomas::thoroughly"
"edward::certainly";"edward::enlightened"
"edward::certainly";"edward::thoroughly"
"edward::certainly";"elinor::capable"
"edward::certainly";"elinor::certainly"
"edward::certainly";"elinor::enlightened"
"edward::certainly";"elinor::thoroughly"
"edward::certainly";"lucy::capable"
"edward::certainly";"lucy::certainly"
"edward::certainly";"lucy::enlightened"
"edward::certainly";"lucy::thoroughly"
"edward::certainly";"thomas::capable"
"edward::certainly";"thomas::certainly"
"edward::certainly";"thomas::enlightened"
"edward::certainly";"thomas::thoroughly"
"edward::enlightened";"edward::thoroughly"
"edward::enlightened";"elinor::capable"
"edward::enlightened";"elinor::certainly"
"edward::enlightened";"elinor::enlightened"
"edward::enlightened";"elinor::thoroughly"
"edward::enlightened";"lucy::capable"
"edward::enlightened";"lucy::certainly"
"edward::enlightened";"lucy::enlightened"
"edward::enlightened";"lucy::thoroughly"
"edward::enlightened";"thomas::capable"
"edward::enlightened";"thomas::certainly"
"edward::enlightened";"thomas::enlightened"
"edward::enlightened";"thomas::thoroughly"
"edward::thoroughly";"elinor::capable"
"edward::thoroughly";"elinor::certainly"
"edward::thoroughly";"elinor::enlightened"
"edward::thoroughly";"elinor::thoroughly"
"edward::thoroughly";"lucy::capable"
"edward::thoroughly";"lucy::certainly"
"edward::thoroughly";"lucy::enlightened"
"edward::thoroughly";"lucy::thoroughly"
"edward::thoroughly";"thomas::capable"
"edward::thoroughly";"thomas::certainly"
"edward::thoroughly";"thomas::enlightened"
"edward::thoroughly";"thomas::thoroughly"
"elinor::capable";"elinor::certainly"
"elinor::capable";"elinor::enlightened"
"elinor::capable";"elinor::thoroughly"
"elinor::capable";"lucy::capable"
"elinor::capable";"lucy::certainly"
"elinor::capable";"lucy::enlightened"
"elinor::capable";"lucy::thoroughly"
"elinor::capable";"thomas::capable"
"elinor::capable";"thomas::certainly"
"elinor::capable";"thomas::enlightened"
"elinor::capable";"thomas::thoroughly"
"elinor::certainly";"elinor::enlightened"
"elinor::certainly";"elinor::thoroughly"
"elinor::certainly";"lucy::capable"
"elinor::certainly";"lucy::certainly"
"elinor::certainly";"lucy::enlightened"
"elinor::certainly";"lucy::thoroughly"
"elinor::certainly";"thomas::capable"
"elinor::certainly";"thomas::certainly"
"elinor::certainly";"thomas::enlightened"
"elinor::certainly";"thomas::thoroughly"
"elinor::enlightened";"elinor::thoroughly"
"elinor::enlightened";"lucy::capable"
"elinor::enlightened";"lucy::certainly"
"elinor::enlightened";"lucy::enlightened"
"elinor::enlightened";"lucy::thoroughly"
"elinor::enlightened";"thomas::capable"
"elinor::enlightened";"thomas::certainly"
"elinor::enlightened";"thomas::enlightened"
"elinor::enlightened";"thomas::thoroughly"
"elinor::thoroughly";"lucy::capable"
"elinor::thoroughly";"lucy::certainly"
"elinor::thoroughly";"lucy::enlightened"
"elinor::thoroughly";"lucy::thoroughly"
"elinor::thoroughly";"thomas::capable"
"elinor::thoroughly";"thomas::certainly"
"elinor::thoroughly";"thomas::enlightened"
"elinor::thoroughly";"thomas::thoroughly"
"lucy::capable";"lucy::certainly"
"lucy::capable";"lucy::enlightened"
"lucy::capable";"lucy::thoroughly"
"lucy::capable";"thomas::capable"
"lucy::capable";"thomas::certainly"
"lucy::capable";"thomas::enlightened"
"lucy::capable";"thomas::thoroughly"
"lucy::certainly";"lucy::enlightened"
"lucy::certainly";"lucy::thoroughly"
"lucy::certainly";"thomas::capable"
"lucy::certainly";"thomas::certainly"
"lucy::certainly";"thomas::enlightened"
"lucy::certainly";"thomas::thoroughly"
"lucy::enlightened";"lucy::thoroughly"
"lucy::enlightened";"thomas::capable"
"lucy::enlightened";"thomas::certainly"
"lucy::enlightened";"thomas::enlightened"
"lucy::enlightened";"thomas::thoroughly"
"lucy::thoroughly";"thomas::capable"
"lucy::thoroughly";"thomas::certainly"
"lucy::thoroughly";"thomas::enlightened"
"lucy::thoroughly";"thomas::thoroughly"
"thomas::capable";"thomas::certainly"
"thomas::capable";"thomas::enlightened"
"thomas::capable";"thomas::thoroughly"
"thomas::certainly";"thomas::enlightened"
"thomas::certainly";"thomas::thoroughly"
"thomas::enlightened";"thomas::thoroughly"
"brandon::knowledge";"elinor::knowledge"
"edward::#-dependence";"elinor::#-dependence"
"edward::#-dependence";"ferrars::#-dependence"
"edward::#-dependence";"lucy_steele::#-dependence"
"edward::#-dependence";"morton::#-dependence"
"edward::#-dependence";"robert::#-dependence"
"elinor::#-dependence";"ferrars::#-dependence"
"elinor::#-dependence";"lucy_steele::#-dependence"
"elinor::#-dependence";"morton::#-dependence"
"elinor::#-dependence";"robert::#-dependence"
"ferrars::#-dependence";"lucy_steele::#-dependence"
"ferrars::#-dependence";"morton::#-dependence"
"ferrars::#-dependence";"robert::#-dependence"
"lucy_steele::#-dependence";"morton::#-dependence"
"lucy_steele::#-dependence";"robert::#-dependence"
"morton::#-dependence";"robert::#-dependence"
"edward::honest";"edward::sly"
"edward::honest";"jennings::honest"
"edward::honest";"jennings::sly"
"edward::honest";"lucy::honest"
"edward::honest";"lucy::sly"
"edward::sly";"jennings::honest"
"edward::sly";"jennings::sly"
"edward::sly";"lucy::honest"
"edward::sly";"lucy::sly"
"jennings::honest";"jennings::sly"
"jennings::honest";"lucy::honest"
"jennings::honest";"lucy::sly"
"jennings::sly";"lucy::honest"
"jennings::sly";"lucy::sly"
"lucy::honest";"lucy::sly"
"fanny::considered";"ferrars::considered"
"lucy::unpardonable";"robert::unpardonable"
"fanny::proper";"fanny::silent"
"fanny::proper";"fanny::submission"
"fanny::proper";"fanny::tenderness"
"fanny::proper";"ferrars::proper"
"fanny::proper";"ferrars::silent"
"fanny::proper";"ferrars::submission"
"fanny::proper";"ferrars::tenderness"
"fanny::silent";"fanny::submission"
"fanny::silent";"fanny::tenderness"
"fanny::silent";"ferrars::proper"
"fanny::silent";"ferrars::silent"
"fanny::silent";"ferrars::submission"
"fanny::silent";"ferrars::tenderness"
"fanny::submission";"fanny::tenderness"
"fanny::submission";"ferrars::proper"
"fanny::submission";"ferrars::silent"
"fanny::submission";"ferrars::submission"
"fanny::submission";"ferrars::tenderness"
"fanny::tenderness";"ferrars::proper"
"fanny::tenderness";"ferrars::silent"
"fanny::tenderness";"ferrars::submission"
"fanny::tenderness";"ferrars::tenderness"
"ferrars::proper";"ferrars::silent"
"ferrars::proper";"ferrars::submission"
"ferrars::proper";"ferrars::tenderness"
"ferrars::silent";"ferrars::submission"
"ferrars::silent";"ferrars::tenderness"
"ferrars::submission";"ferrars::tenderness"
"edward::#-exactly";"edward::determined"
"robert::humble";"robert::proper"
"barton::gentlemen";"brandon::gentlemen"
"edward::amiable";"edward::fearful"
"edward::amiable";"edward::just"
"edward::amiable";"edward::proper"
"edward::amiable";"edward::reproach"
"edward::amiable";"edward::steady"
"edward::amiable";"edward::violent"
"edward::amiable";"ferrars::amiable"
"edward::amiable";"ferrars::fearful"
"edward::amiable";"ferrars::just"
"edward::amiable";"ferrars::proper"
"edward::amiable";"ferrars::reproach"
"edward::amiable";"ferrars::steady"
"edward::amiable";"ferrars::violent"
"edward::fearful";"edward::just"
"edward::fearful";"edward::proper"
"edward::fearful";"edward::reproach"
"edward::fearful";"edward::steady"
"edward::fearful";"edward::violent"
"edward::fearful";"ferrars::amiable"
"edward::fearful";"ferrars::fearful"
"edward::fearful";"ferrars::just"
"edward::fearful";"ferrars::proper"
"edward::fearful";"ferrars::reproach"
"edward::fearful";"ferrars::steady"
"edward::fearful";"ferrars::violent"
"edward::just";"edward::proper"
"edward::just";"edward::reproach"
